t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,-5,4.5,1.2,0.7082,-0,0,-0.70601,0,0,0,0,0,0,0,0,0,0,0,0,0.092267,4.8846,4.8698,0.10706,0,0,0,-0.08286,-11264,14074
0.01,-5,4.5,1.2,0.70824,0.017031,0.017145,-0.70556,6.7111e-06,-0.0017271,0.002097,-0.03859,8.5904,-0.00063248,0.0026421,-0.50367,0.60527,0,0,0,1.5829,3.7112,3.7498,1.5365,0.77136,-95.054,111.73,145.78,-7854.5,8474.3
0.02,-5,4.4999,1.2001,0.70766,0.0527,0.053464,-0.70255,0.00010063,-0.012702,0.01495,-0.12495,10.942,-0.0064666,0.019458,-1.7979,2.0676,0,0,0,3.0604,3.0511,3.0888,2.9895,2.754,-159.15,173.35,243.17,-5061.8,4033.7
0.03,-5,4.4997,1.2004,0.70477,0.089311,0.091438,-0.69783,0.00047622,-0.039383,0.044812,-0.22148,9.995,-0.019766,0.060237,-3.603,3.9421,0,0,0,3.9691,3.2718,3.2929,3.8925,5.4931,-198.15,195.88,298.05,-2828.2,637.65
0.04,-5,4.4991,1.201,0.70037,0.12035,0.12457,-0.69245,0.0014041,-0.085714,0.094019,-0.31298,8.3769,-0.03803,0.13052,-5.6952,5.888,0,0,0,4.5933,3.9137,3.9204,4.5195,8.5932,-217.38,189.2,316.38,-1096.1,-1828.3
0.05,-5,4.4979,1.2023,0.6951,0.14555,0.15263,-0.68728,0.0031915,-0.15366,0.16198,-0.39901,7.0501,-0.058586,0.23218,-7.9006,7.6579,0,0,0,5.128,4.6366,4.6343,5.0585,11.719,-221.56,162.03,304.11,191.88,-3478.5
0.06,-4.9999,4.4959,1.2043,0.68913,0.16632,0.17709,-0.68269,0.0061486,-0.24367,0.24603,-0.48384,6.1666,-0.079946,0.36405,-10.09,9.0858,0,0,0,5.61,5.2977,5.2908,5.544,14.593,-214.83,121.97,267.22,1093.3,-4427.2
0.07,-4.9998,4.493,1.2073,0.68233,0.18405,0.19951,-0.67878,0.010561,-0.3551,0.34223,-0.57248,5.6535,-0.10129,0.52248,-12.173,10.076,0,0,0,6.0236,5.8466,5.8379,5.9605,17.001,-200.79,75.447,211.66,1665.7,-4788.9
0.08,-4.9997,4.4888,1.2112,0.6744,0.19976,0.22109,-0.67557,0.016669,-0.48657,0.44596,-0.66982,5.4085,-0.12189,0.70198,-14.091,10.591,0,0,0,6.3516,6.2691,6.2608,6.2922,18.784,-182.42,27.768,143.39,1966.6,-4677.7
0.09,-4.9995,4.4832,1.2162,0.66494,0.21404,0.24272,-0.67314,0.024648,-0.63628,0.55249,-0.78077,5.3421,-0.14075,0.89575,-15.815,10.641,0,0,0,6.589,6.5677,6.5617,6.5354,19.846,-162.17,-16.912,68.37,2053.5,-4208.1
0.1,-4.9992,4.476,1.2222,0.65345,0.22713,0.26506,-0.67168,0.034606,-0.80219,0.65739,-0.91084,5.3788,-0.15649,1.0964,-17.335,10.273,0,0,0,6.7422,6.755,6.7526,6.6981,20.149,-141.87,-55.58,-7.4361,1983.9,-3494.3
0.11,-4.9988,4.4671,1.2293,0.63926,0.23888,0.28861,-0.67156,0.046573,-0.98231,0.75679,-1.0671,5.4511,-0.16743,1.2963,-18.657,9.5562,0,0,0,6.8257,6.8496,6.8518,6.7965,19.715,-122.82,-86.365,-78.069,1815.3,-2650.7
0.12,-4.9983,4.4563,1.2374,0.62137,0.24868,0.3138,-0.67349,0.060506,-1.1747,0.84763,-1.2601,5.4969,-0.17195,1.4885,-19.798,8.5745,0,0,0,6.8578,6.8747,6.8807,6.8486,18.625,-105.71,-108.54,-137.57,1605.2,-1791.7
0.13,-4.9976,4.4435,1.2462,0.59817,0.25527,0.34117,-0.6787,0.076297,-1.3777,0.92768,-1.5083,5.4612,-0.1692,1.667,-20.778,7.4128,0,0,0,6.8557,6.8548,6.8617,6.8704,17.019,-90.674,-122.5,-180.7,1405.4,-1019.7
0.14,-4.9967,4.4287,1.2559,0.56661,0.25624,0.37163,-0.68934,0.093787,-1.5898,0.99554,-1.8446,5.2921,-0.15935,1.8277,-21.617,6.1482,0,0,0,6.833,6.8114,6.8132,6.8761,15.067,-77.518,-129.31,-207.04,1229.7,-359.18
0.15,-4.9957,4.4117,1.2661,0.52037,0.24679,0.40687,-0.70906,0.11278,-1.8097,1.0505,-2.3213,4.9161,-0.14314,1.9678,-22.334,4.8469,0,0,0,6.7975,6.7632,6.7485,6.8767,12.929,-66.004,-130.04,-218.08,1076.7,196.55
0.16,-4.9945,4.3925,1.2768,0.44586,0.21693,0.44938,-0.7431,0.13307,-2.0361,1.0925,-3.0018,4.1892,-0.122,2.0861,-22.942,3.5644,0,0,0,6.7495,6.7293,6.6785,6.8783,10.751,-55.913,-125.7,-215.33,944.95,654.47
0.17,-4.993,4.371,1.2879,0.31851,0.1485,0.49871,-0.79233,0.15443,-2.2682,1.122,-3.8224,2.8328,-0.098082,2.1831,-23.456,2.3466,0,0,0,6.6798,6.7313,6.6172,6.8768,8.6632,-47.039,-117.25,-200.29,832.93,1021.5
0.18,-4.9914,4.3471,1.2992,0.13305,0.034691,0.53837,-0.83141,0.17666,-2.505,1.1398,-4.1787,0.82897,-0.074214,2.2601,-23.886,1.2302,0,0,0,6.5889,6.7754,6.5912,6.8504,6.781,-39.193,-105.55,-174.48,739.2,1304.5
0.19,-4.9895,4.3209,1.3107,0.02868,0.072043,-0.55143,0.83061,0.19958,-2.7457,1.1471,-3.616,-0.68133,-0.053689,2.3197,-24.243,0.24361,0,0,0,6.519,6.8214,6.6012,6.7994,5.2046,-32.199,-91.417,-139.38,662.28,1510.5
0.2,-4.9874,4.2922,1.3221,0.10073,0.12385,-0.55639,0.81544,0.22301,-2.9896,1.1452,-2.8434,-1.0732,-0.03995,2.3655,-24.533,-0.59249,0,0,0,6.4914,6.8465,6.6044,6.7649,4.0192,-25.896,-75.577,-96.524,600.71,1646.3
0.21,-4.985,4.2611,1.3336,0.081695,0.11386,-0.56979,0.80975,0.24685,-3.2361,1.1358,-2.2432,-0.74157,-0.036249,2.4016,-24.762,-1.2645,0,0,0,6.4987,6.8546,6.5771,6.7684,3.295,-20.139,-58.701,-47.4,553.02,1718.9
0.22,-4.9825,4.2275,1.3448,0.045446,-0.024143,0.58874,-0.80668,0.27103,-3.4847,1.1205,-1.6728,-0.036587,-0.045335,2.4331,-24.937,-1.7651,0,0,0,6.5545,6.8274,6.5131,6.8137,3.0871,-14.795,-41.386,6.4819,517.74,1735.2
0.23,-4.9796,4.1914,1.356,0.25817,0.13487,0.5791,-0.76145,0.29552,-3.7347,1.101,-0.88942,0.44215,-0.06921,2.4652,-25.059,-2.0925,0,0,0,6.6769,6.7423,6.4597,6.8516,3.4355,-9.7474,-24.161,63.616,493.39,1702.1
0.24,-4.9765,4.1528,1.3669,0.40957,0.25256,0.5412,-0.68962,0.32035,-3.9857,1.0792,-0.30661,0.19,-0.10898,2.5037,-25.132,-2.2501,0,0,0,6.7841,6.6765,6.4668,6.8311,4.3652,-4.8951,-7.4852,122.5,478.52,1626.6
0.25,-4.9732,4.1117,1.3775,0.47993,0.30725,0.51221,-0.64258,0.34563,-4.2372,1.0566,-0.094234,-0.35362,-0.16481,2.5545,-25.158,-2.2454,0,0,0,6.8425,6.6603,6.4903,6.796,5.8862,-0.15032,8.2519,181.62,471.65,1515.5
0.26,-4.9696,4.068,1.388,0.51368,0.33068,0.49459,-0.61819,0.37151,-4.4887,1.0348,-0.060229,-0.9186,-0.23597,2.6234,-25.136,-2.0893,0,0,0,6.8754,6.6681,6.512,6.7651,7.9933,4.5596,22.729,239.48,471.31,1375.8
0.27,-4.9658,4.0219,1.3982,0.5323,0.33932,0.48318,-0.60668,0.39818,-4.7397,1.0153,-0.10079,-1.4431,-0.32092,2.7163,-25.066,-1.7958,0,0,0,6.8955,6.6854,6.5317,6.7393,10.666,9.2927,35.695,294.56,476.03,1214.3
0.28,-4.9617,3.9732,1.4083,0.54413,0.33987,0.4748,-0.60248,0.42593,-4.9899,0.99927,-0.17661,-1.9121,-0.4175,2.8385,-24.949,-1.3811,0,0,0,6.9083,6.7062,6.5511,6.7181,13.87,14.092,46.966,345.37,484.35,1038.1
0.29,-4.9573,3.9221,1.4182,0.55265,0.33534,0.46788,-0.60267,0.45507,-5.2386,0.98798,-0.27219,-2.3216,-0.52312,2.9953,-24.784,-0.86254,0,0,0,6.9161,6.7276,6.571,6.7014,17.555,18.987,56.43,390.4,494.79,853.98
0.3,-4.9526,3.8685,1.4281,0.55946,0.32723,0.46165,-0.60564,0.48596,-5.4854,0.98231,-0.38063,-2.6716,-0.63492,3.191,-24.569,-0.25864,0,0,0,6.9204,6.7482,6.5918,6.6896,21.654,23.99,64.042,428.14,505.89,668.92
0.31,-4.9475,3.8124,1.4379,0.56531,0.31642,0.45575,-0.61041,0.51903,-5.7298,0.98303,-0.49822,-2.9652,-0.74993,3.4295,-24.304,0.41221,0,0,0,6.9223,6.7672,6.6134,6.6829,26.088,29.102,69.828,457.09,516.17,489.82
0.32,-4.9422,3.7539,1.4478,0.57059,0.30344,0.44999,-0.61633,0.55471,-5.9713,0.99071,-0.62219,-3.2077,-0.86523,3.7136,-23.987,1.1321,0,0,0,6.9224,6.7837,6.6354,6.6815,30.762,34.306,73.882,475.76,524.18,323.55
0.33,-4.9364,3.693,1.4577,0.57549,0.28869,0.44431,-0.62294,0.59346,-6.2093,1.0058,-0.74988,-3.4061,-0.97805,4.0451,-23.618,1.8846,0,0,0,6.9212,6.7978,6.6572,6.6852,35.567,39.575,76.355,483.56,529.09,173.95
0.34,-4.9303,3.6297,1.4679,0.58013,0.27243,0.43866,-0.62993,0.63577,-6.4435,1.0285,-0.879,-3.5676,-1.0861,4.425,-23.195,2.6545,0,0,0,6.9192,6.8097,6.6786,6.693,40.399,44.878,77.415,481.17,530.96,40.567
0.35,-4.9237,3.5641,1.4783,0.58455,0.25491,0.43304,-0.63703,0.68212,-6.6731,1.0589,-1.0077,-3.6987,-1.1878,4.8529,-22.72,3.4287,0,0,0,6.9167,6.8196,6.699,6.7038,45.159,50.184,77.218,469.38,529.91,-77.387
0.36,-4.9166,3.4963,1.4891,0.58879,0.23629,0.42743,-0.64404,0.73298,-6.8977,1.097,-1.1344,-3.8051,-1.282,5.3276,-22.192,4.1952,0,0,0,6.9139,6.8278,6.7182,6.7169,49.758,55.467,75.916,448.99,526.08,-180.7
0.37,-4.909,3.4262,1.5003,0.59288,0.21672,0.42183,-0.65083,0.78882,-7.1167,1.1427,-1.2576,-3.8921,-1.368,5.8472,-21.611,4.9438,0,0,0,6.9108,6.8345,6.7358,6.7315,54.113,60.697,73.65,420.77,519.59,-270.16
0.38,-4.9008,3.3539,1.512,0.59683,0.19634,0.41624,-0.65726,0.85007,-7.3297,1.1958,-1.376,-3.964,-1.4455,6.4088,-20.978,5.6655,0,0,0,6.9074,6.8397,6.7516,6.7468,58.15,65.85,70.556,385.52,510.58,-346.56
0.39,-4.892,3.2796,1.5242,0.60064,0.17524,0.41063,-0.66325,0.91713,-7.5361,1.2559,-1.4883,-4.0246,-1.5144,7.0089,-20.294,6.3526,0,0,0,6.9037,6.8437,6.7654,6.7622,61.802,70.901,66.76,344.02,499.16,-410.68
0.4,-4.8825,3.2033,1.5371,0.60435,0.15354,0.405,-0.6687,0.99036,-7.7354,1.3227,-1.5934,-4.077,-1.5749,7.6434,-19.561,6.9987,0,0,0,6.8994,6.8466,6.7771,6.7775,65.012,75.826,62.381,297.07,485.48,-463.31
0.41,-4.8722,3.1249,1.5507,0.60795,0.13132,0.39932,-0.67357,1.0701,-7.9272,1.3957,-1.6901,-4.1235,-1.6272,8.3075,-18.778,7.5986,0,0,0,6.8946,6.8485,6.7866,6.792,67.728,80.603,57.53,245.44,469.66,-505.23
0.42,-4.861,3.0447,1.5651,0.61147,0.10866,0.39356,-0.6778,1.1566,-8.1109,1.4745,-1.7774,-4.1659,-1.6718,8.9962,-17.949,8.1481,0,0,0,6.8892,6.8496,6.7941,6.8056,69.908,85.212,52.309,189.92,451.82,-537.25
0.43,-4.849,2.9627,1.5802,0.61492,0.085641,0.3877,-0.68134,1.2501,-8.286,1.5585,-1.8544,-4.2055,-1.7092,9.7038,-17.075,8.6439,0,0,0,6.8832,6.85,6.7996,6.8182,71.516,89.633,46.815,131.31,432.1,-560.14
0.44,-4.836,2.879,1.5963,0.61832,0.062341,0.38172,-0.68417,1.3507,-8.4522,1.6472,-1.9202,-4.243,-1.7399,10.425,-16.157,9.0838,0,0,0,6.8766,6.85,6.8032,6.8295,72.526,93.848,41.134,70.383,410.63,-574.7
0.45,-4.822,2.7937,1.6132,0.62168,0.038832,0.37557,-0.68626,1.4586,-8.609,1.74,-1.9742,-4.2788,-1.7646,11.152,-15.198,9.4662,0,0,0,6.8695,6.8496,6.8052,6.8395,72.919,97.84,35.346,7.9356,387.54,-581.71
0.46,-4.8068,2.7069,1.6311,0.62504,0.015189,0.36923,-0.68758,1.5738,-8.756,1.8363,-2.0157,-4.3132,-1.7839,11.881,-14.201,9.7906,0,0,0,6.862,6.8491,6.8056,6.8483,72.683,101.59,29.523,-55.247,362.94,-581.95
0.47,-4.7905,2.6186,1.6499,0.62839,-0.0085176,0.36267,-0.68813,1.6962,-8.8929,1.9356,-2.0444,-4.346,-1.7985,12.604,-13.167,10.057,0,0,0,6.8543,6.8486,6.8047,6.8558,71.814,105.09,23.727,-118.38,336.98,-576.23
0.48,-4.7729,2.5291,1.6698,0.63176,-0.032216,0.35587,-0.6879,1.8258,-9.0193,2.0373,-2.0602,-4.377,-1.8091,13.315,-12.1,10.265,0,0,0,6.8465,6.8483,6.8027,6.862,70.318,108.33,18.015,-180.67,309.79,-565.32
0.49,-4.7539,2.4383,1.6907,0.63516,-0.055837,0.3488,-0.68688,1.9624,-9.1348,2.1407,-2.0631,-4.4061,-1.8165,14.008,-11.002,10.418,0,0,0,6.8389,6.8483,6.7997,6.867,68.206,111.29,12.435,-241.33,281.48,-550.01
0.5,-4.7336,2.3464,1.7126,0.63859,-0.079314,0.34145,-0.68507,2.1059,-9.2392,2.2455,-2.0533,-4.433,-1.8214,14.677,-9.8753,10.515,0,0,0,6.8315,6.8485,6.7958,6.8707,65.499,113.96,7.0271,-299.59,252.2,-531.1
0.51,-4.7118,2.2535,1.7356,0.64207,-0.10258,0.33379,-0.6825,2.2559,-9.3322,2.3509,-2.0313,-4.4574,-1.8247,15.316,-8.7236,10.559,0,0,0,6.8244,6.8491,6.7912,6.8732,62.225,116.33,1.8227,-354.63,222.06,-509.36
0.52,-4.6885,2.1598,1.7596,0.64561,-0.12559,0.32582,-0.67916,2.4121,-9.4136,2.4565,-1.998,-4.4794,-1.827,15.92,-7.5497,10.552,0,0,0,6.8179,6.8498,6.7858,6.8745,58.42,118.39,-3.1534,-405.7,191.2,-485.6
0.53,-4.6635,2.0653,1.7847,0.6492,-0.14827,0.31752,-0.67508,2.5741,-9.4832,2.5617,-1.9544,-4.4988,-1.8293,16.483,-6.3567,10.496,0,0,0,6.8118,6.8507,6.7798,6.8745,54.127,120.15,-7.885,-451.98,159.74,-460.58
0.54,-4.637,1.9702,1.8109,0.65285,-0.17058,0.30889,-0.67028,2.7416,-9.5407,2.6662,-1.9018,-4.516,-1.8321,17.001,-5.1478,10.395,0,0,0,6.8062,6.8515,6.7732,6.8731,49.399,121.59,-12.364,-492.7,127.83,-435.12
0.55,-4.6087,1.8745,1.838,0.65655,-0.19249,0.29993,-0.66478,2.914,-9.5861,2.7695,-1.8416,-4.5309,-1.8362,17.47,-3.926,10.25,0,0,0,6.8011,6.8522,6.766,6.8704,44.294,122.71,-16.588,-527.07,95.573,-409.98
0.56,-4.5787,1.7785,1.8662,0.66029,-0.21396,0.29064,-0.65861,3.0908,-9.6192,2.8711,-1.7759,-4.5438,-1.8422,17.886,-2.6948,10.064,0,0,0,6.7963,6.8523,6.7583,6.8664,38.881,123.5,-20.567,-554.34,63.113,-385.94
0.57,-4.5469,1.6822,1.8954,0.66407,-0.23496,0.28102,-0.65179,3.2715,-9.6399,2.9706,-1.7064,-4.555,-1.8504,18.247,-1.4572,9.8395,0,0,0,6.7917,6.8519,6.7502,6.861,33.231,123.97,-24.312,-574.41,30.568,-363.29
0.58,-4.5132,1.5857,1.9256,0.66787,-0.25549,0.27108,-0.64435,3.4556,-9.6483,3.0678,-1.6351,-4.5647,-1.8613,18.55,-0.2165,9.5786,0,0,0,6.7871,6.8507,6.7417,6.8545,27.416,124.11,-27.837,-587.66,-1.9432,-341.98
0.59,-4.4777,1.4893,1.9568,0.67167,-0.27554,0.26084,-0.63632,3.6423,-9.6443,3.1621,-1.5634,-4.5728,-1.875,18.795,1.024,9.2835,0,0,0,6.7823,6.8487,6.7329,6.8469,21.5,123.93,-31.156,-594.52,-34.304,-321.94
0.6,-4.4404,1.3929,1.9889,0.67545,-0.29511,0.2503,-0.62772,3.8312,-9.6278,3.2533,-1.4928,-4.5795,-1.8915,18.98,2.261,8.9561,0,0,0,6.7772,6.846,6.724,6.8385,15.545,123.43,-34.28,-595.42,-66.395,-303.09
0.61,-4.4011,1.2968,2.0218,0.67918,-0.31419,0.2395,-0.61857,4.0217,-9.5991,3.3411,-1.4245,-4.5847,-1.9106,19.105,3.4914,8.5985,0,0,0,6.7717,6.8424,6.7151,6.8295,9.6097,122.6,-37.221,-590.75,-98.101,-285.38
0.62,-4.3599,1.201,2.0557,0.68286,-0.33279,0.22845,-0.60891,4.2132,-9.5581,3.4252,-1.3595,-4.5879,-1.9322,19.172,4.712,8.2123,0,0,0,6.7657,6.838,6.7064,6.8201,3.7471,121.46,-39.991,-580.95,-129.3,-268.71
0.63,-4.3168,1.1056,2.0903,0.68644,-0.35092,0.21717,-0.59874,4.405,-9.5049,3.5053,-1.2987,-4.5889,-1.9559,19.181,5.9197,7.7992,0,0,0,6.7593,6.833,6.6981,6.8105,-1.9936,120.02,-42.599,-566.43,-159.88,-253.03
0.64,-4.2718,1.0109,2.1258,0.68991,-0.36858,0.2057,-0.5881,4.5966,-9.4397,3.5811,-1.2428,-4.5871,-1.9813,19.133,7.1114,7.3608,0,0,0,6.7525,6.8275,6.6905,6.8009,-7.5672,118.27,-45.055,-547.61,-189.72,-238.27
0.65,-4.2249,0.91688,2.1619,0.69323,-0.38579,0.19407,-0.577,4.7874,-9.3627,3.6524,-1.1926,-4.5819,-2.0079,19.03,8.2841,6.8986,0,0,0,6.7455,6.8216,6.6838,6.7916,-12.933,116.23,-47.367,-524.9,-218.71,-224.34
0.66,-4.1761,0.82369,2.1988,0.69639,-0.40255,0.1823,-0.56547,4.977,-9.2741,3.719,-1.1485,-4.5727,-2.035,18.875,9.4349,6.4139,0,0,0,6.7383,6.8154,6.6782,6.7829,-18.054,113.9,-49.544,-498.72,-246.72,-211.19
0.67,-4.1254,0.73144,2.2363,0.69935,-0.41887,0.17045,-0.55354,5.1648,-9.1741,3.7806,-1.111,-4.5588,-2.0621,18.67,10.561,5.9081,0,0,0,6.7311,6.8091,6.6741,6.7751,-22.897,111.3,-51.593,-469.49,-273.63,-198.75
0.68,-4.0728,0.64024,2.2744,0.70209,-0.43476,0.15855,-0.54122,5.3503,-9.063,3.8371,-1.0806,-4.5394,-2.0884,18.418,11.66,5.3824,0,0,0,6.7242,6.803,6.6716,6.7683,-27.435,108.43,-53.521,-437.63,-299.34,-186.93
0.69,-4.0184,0.55021,2.313,0.70458,-0.45023,0.14664,-0.52854,5.533,-8.941,3.8882,-1.0574,-4.514,-2.1132,18.122,12.729,4.8381,0,0,0,6.7176,6.7971,6.6709,6.7628,-31.642,105.31,-55.334,-403.55,-323.72,-175.68
0.7,-3.9622,0.46146,2.3521,0.70681,-0.46528,0.13479,-0.51553,5.7126,-8.8085,3.9338,-1.0416,-4.4817,-2.1359,17.786,13.765,4.2761,0,0,0,6.7116,6.7917,6.6721,6.7588,-35.5,101.96,-57.036,-367.68,-346.66,-164.91
0.71,-3.9041,0.37408,2.3917,0.70874,-0.47992,0.12303,-0.50223,5.8886,-8.6658,3.9737,-1.0334,-4.4422,-2.1556,17.414,14.767,3.6977,0,0,0,6.7064,6.7868,6.6753,6.7564,-38.991,98.386,-58.633,-330.42,-368.03,-154.57
0.72,-3.8444,0.28817,2.4316,0.71036,-0.49417,0.11143,-0.48864,6.0607,-8.5133,4.0077,-1.0327,-4.395,-2.1718,17.008,15.732,3.1038,0,0,0,6.702,6.7825,6.6804,6.7557,-42.105,94.605,-60.129,-292.2,-387.72,-144.57
0.73,-3.7829,0.20384,2.4718,0.71165,-0.50802,0.10004,-0.47482,6.2287,-8.3513,4.0357,-1.0396,-4.3398,-2.1839,16.573,16.659,2.4955,0,0,0,6.6985,6.779,6.6876,6.7566,-44.833,90.637,-61.526,-253.44,-405.62,-134.85
0.74,-3.7198,0.12118,2.5123,0.7126,-0.5215,0.088908,-0.4608,6.3921,-8.1802,4.0576,-1.0537,-4.2765,-2.1913,16.112,17.545,1.8736,0,0,0,6.6962,6.7762,6.6965,6.7593,-47.173,86.499,-62.826,-214.54,-421.59,-125.34
0.75,-3.6551,0.040268,2.553,0.71319,-0.53462,0.078097,-0.4466,6.5508,-8.0005,4.0731,-1.0748,-4.2051,-2.1936,15.631,18.388,1.2392,0,0,0,6.695,6.7742,6.7071,6.7635,-49.125,82.212,-64.033,-175.94,-435.54,-115.97
0.76,-3.5888,-0.038805,2.5937,0.71341,-0.54738,0.067657,-0.43226,6.7047,-7.8126,4.0823,-1.1027,-4.1257,-2.1904,15.131,19.188,0.59327,0,0,0,6.6949,6.773,6.719,6.7691,-50.694,77.796,-65.146,-138.04,-447.33,-106.66
0.77,-3.521,-0.11596,2.6346,0.71325,-0.5598,0.057639,-0.41781,6.8534,-7.6169,4.085,-1.1368,-4.0387,-2.1816,14.618,19.944,-0.063369,0,0,0,6.6959,6.7726,6.732,6.776,-51.89,73.273,-66.166,-101.27,-456.86,-97.35
0.78,-3.4518,-0.19112,2.6754,0.71271,-0.57191,0.048092,-0.4033,6.997,-7.4139,4.081,-1.1766,-3.9446,-2.1672,14.095,20.654,-0.72974,0,0,0,6.6979,6.7728,6.7457,6.7838,-52.725,68.666,-67.093,-66.032,-464,-87.964
0.79,-3.3811,-0.26421,2.7162,0.71179,-0.5837,0.039057,-0.38875,7.1353,-7.204,4.0703,-1.2215,-3.8441,-2.147,13.565,21.317,-1.4049,0,0,0,6.7008,6.7736,6.7598,6.7923,-53.217,64.001,-67.925,-32.756,-468.64,-78.432
0.8,-3.3091,-0.33518,2.7568,0.71047,-0.59521,0.030571,-0.3742,7.2683,-6.9877,4.0529,-1.2708,-3.7378,-2.1215,13.031,21.934,-2.0879,0,0,0,6.7046,6.7749,6.7738,6.8012,-53.388,59.303,-68.661,-1.8439,-470.66,-68.686
0.81,-3.2358,-0.40395,2.7972,0.70876,-0.60645,0.022668,-0.35968,7.3959,-6.7655,4.0286,-1.3238,-3.6266,-2.091,12.498,22.503,-2.7778,0,0,0,6.709,6.7766,6.7874,6.8103,-53.262,54.597,-69.298,26.552,-470.07,-58.682
0.82,-3.1612,-0.47047,2.8373,0.70666,-0.61743,0.01537,-0.34522,7.5182,-6.5378,3.9973,-1.3796,-3.5113,-2.0557,11.967,23.026,-3.4735,0,0,0,6.7138,6.7785,6.8005,6.8191,-52.865,49.909,-69.833,52.503,-467,-48.4
0.83,-3.0854,-0.53469,2.8771,0.70418,-0.62817,0.0086975,-0.33084,7.6353,-6.3051,3.9591,-1.4376,-3.3925,-2.0162,11.441,23.501,-4.1741,0,0,0,6.7187,6.7804,6.8127,6.8277,-52.22,45.265,-70.265,76.084,-461.57,-37.821
0.84,-3.0085,-0.59656,2.9165,0.70131,-0.63869,0.0026624,-0.31659,7.7471,-6.0679,3.9138,-1.4969,-3.271,-1.9728,10.923,23.931,-4.8785,0,0,0,6.7235,6.7822,6.824,6.8356,-51.351,40.686,-70.589,97.375,-453.89,-26.926
0.85,-2.9305,-0.65603,2.9554,0.69806,-0.649,-0.0027284,-0.30248,7.8538,-5.8267,3.8615,-1.5569,-3.1472,-1.9258,10.415,24.315,-5.5855,0,0,0,6.7278,6.7837,6.8342,6.8428,-50.28,36.194,-70.802,116.45,-444.09,-15.696
0.86,-2.8514,-0.71308,2.9937,0.69444,-0.65911,-0.0074739,-0.28855,7.9554,-5.5818,3.8021,-1.6168,-3.0216,-1.8755,9.9184,24.655,-6.2941,0,0,0,6.7317,6.7847,6.8432,6.8492,-49.029,31.81,-70.902,133.39,-432.29,-4.1114
0.87,-2.7714,-0.76766,3.0314,0.69045,-0.66904,-0.011579,-0.27483,8.0522,-5.3337,3.7356,-1.6758,-2.8946,-1.8223,9.435,24.952,-7.0032,0,0,0,6.7348,6.7852,6.8509,6.8546,-47.619,27.554,-70.883,148.28,-418.62,7.8467
0.88,-2.6904,-0.81974,3.0684,0.68611,-0.67878,-0.015052,-0.26133,8.1442,-5.0829,3.662,-1.7332,-2.7666,-1.7665,8.9665,25.207,-7.7114,0,0,0,6.7371,6.7852,6.8573,6.8591,-46.07,23.444,-70.743,161.18,-403.19,20.197
0.89,-2.6085,-0.86931,3.1046,0.68141,-0.68834,-0.017909,-0.2481,8.2316,-4.8297,3.5814,-1.788,-2.6377,-1.7082,8.514,25.421,-8.4176,0,0,0,6.7384,6.7845,6.8624,6.8625,-44.402,19.496,-70.478,172.19,-386.13,32.96
0.9,-2.5258,-0.91633,3.14,0.67637,-0.69772,-0.020168,-0.23516,8.3145,-4.5746,3.4937,-1.8396,-2.5084,-1.6478,8.0788,25.597,-9.1205,0,0,0,6.7389,6.7834,6.8663,6.865,-42.632,15.726,-70.083,181.36,-367.55,46.153
0.91,-2.4423,-0.96079,3.1745,0.671,-0.70693,-0.021854,-0.22255,8.3932,-4.3179,3.399,-1.887,-2.3789,-1.5853,7.6616,25.737,-9.8188,0,0,0,6.7384,6.7817,6.8689,6.8666,-40.78,12.15,-69.553,188.8,-347.59,59.797
0.92,-2.358,-1.0027,3.208,0.66533,-0.71595,-0.022995,-0.21028,8.4678,-4.06,3.2973,-1.9295,-2.2494,-1.5212,7.2634,25.841,-10.511,0,0,0,6.7371,6.7796,6.8704,6.8673,-38.862,8.7788,-68.885,194.56,-326.37,73.91
0.93,-2.2729,-1.042,3.2404,0.65937,-0.72479,-0.023623,-0.19839,8.5385,-3.8012,3.1888,-1.966,-2.1203,-1.4554,6.8846,25.913,-11.196,0,0,0,6.7351,6.7772,6.8709,6.8674,-36.894,5.6261,-68.073,198.73,-303.99,88.51
0.94,-2.1872,-1.0787,3.2717,0.65314,-0.73342,-0.023774,-0.18691,8.6056,-3.5418,3.0735,-1.9958,-1.9919,-1.3883,6.5256,25.954,-11.872,0,0,0,6.7324,6.7746,6.8705,6.8669,-34.893,2.7024,-67.113,201.39,-280.6,103.62
0.95,-2.1008,-1.1128,3.3018,0.64667,-0.74185,-0.023485,-0.17587,8.6691,-3.2822,2.9514,-2.0181,-1.8645,-1.3199,6.1868,25.968,-12.538,0,0,0,6.7291,6.772,6.8693,6.8659,-32.871,0.017132,-65.999,202.61,-256.31,119.25
0.96,-2.0138,-1.1443,3.3307,0.63999,-0.75005,-0.022797,-0.16528,8.7294,-3.0225,2.8227,-2.032,-1.7385,-1.2507,5.8682,25.956,-13.192,0,0,0,6.7256,6.7696,6.8675,6.8647,-30.845,-2.4212,-64.726,202.47,-231.23,135.43
