t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
4.58,-3.5733,-7.8945,2.4677,0.49082,0.52663,0.37279,0.58547,-7.0935,4.085,-0.32538,-0.56571,-1.7046,1.5137,22.173,-1.8154,-6.0298,0,0,0,5.796,5.8418,5.6699,5.5959,21.35,-42.329,6.8002,-51.12,201.83,47.725
4.59,-3.6431,-7.8538,2.4642,0.49975,0.52723,0.37112,0.5784,-6.8707,4.0647,-0.38533,-0.5314,-1.5842,1.405,22.383,-2.2284,-5.9594,0,0,0,5.8593,5.9056,5.7343,5.6638,20.833,-40.276,7.2721,-52.168,208.67,46.657
4.6,-3.7107,-7.8133,2.46,0.50877,0.5272,0.37024,0.57108,-6.6458,4.0405,-0.44455,-0.49782,-1.4661,1.298,22.589,-2.6207,-5.8844,0,0,0,5.9227,5.969,5.7992,5.7318,20.306,-38.157,7.7332,-53.28,215.09,45.552
4.61,-3.7761,-7.773,2.4553,0.5179,0.52652,0.37015,0.5635,-6.4189,4.0124,-0.503,-0.46556,-1.3504,1.1929,22.79,-2.9914,-5.8048,0,0,0,5.9856,6.0316,5.864,5.7995,19.768,-35.975,8.1831,-54.459,221.06,44.41
4.62,-3.8391,-7.733,2.45,0.52715,0.52522,0.37084,0.55565,-6.19,3.9807,-0.56063,-0.43519,-1.2373,1.09,22.985,-3.34,-5.7207,0,0,0,6.0479,6.0933,5.9285,5.8666,19.217,-33.737,8.6213,-55.708,226.57,43.232
4.63,-3.8999,-7.6934,2.4441,0.53649,0.52329,0.37228,0.5475,-5.9592,3.9457,-0.6174,-0.40727,-1.1269,0.98946,23.174,-3.6659,-5.6324,0,0,0,6.1092,6.1537,5.9923,5.9327,18.653,-31.446,9.0476,-57.028,231.61,42.018
4.64,-3.9583,-7.6541,2.4376,0.54592,0.52074,0.37445,0.53907,-5.7266,3.9075,-0.67326,-0.38236,-1.0192,0.89134,23.358,-3.9687,-5.5398,0,0,0,6.1693,6.2127,6.0551,5.9975,18.076,-29.106,9.4615,-58.422,236.14,40.769
4.65,-4.0144,-7.6153,2.4306,0.55539,0.5176,0.37729,0.53036,-5.4921,3.8664,-0.72818,-0.36096,-0.91441,0.79575,23.535,-4.2479,-5.4432,0,0,0,6.2279,6.27,6.1165,6.0607,17.485,-26.724,9.8628,-59.892,240.16,39.487
4.66,-4.0681,-7.5768,2.4231,0.56488,0.51387,0.38077,0.5214,-5.2559,3.8226,-0.78211,-0.34354,-0.81245,0.70274,23.707,-4.5031,-5.3426,0,0,0,6.2848,6.3254,6.1763,6.1221,16.878,-24.305,10.251,-61.442,243.64,38.172
4.67,-4.1195,-7.5388,2.415,0.57435,0.5096,0.3848,0.51222,-5.018,3.7764,-0.83502,-0.33048,-0.71344,0.61234,23.873,-4.7339,-5.2382,0,0,0,6.3398,6.3787,6.2342,6.1814,16.255,-21.854,10.626,-63.072,246.56,36.824
4.68,-4.1685,-7.5013,2.4064,0.58374,0.50479,0.38932,0.50286,-4.7785,3.728,-0.88687,-0.3221,-0.61746,0.52455,24.032,-4.9401,-5.1301,0,0,0,6.3927,6.4298,6.2901,6.2384,15.616,-19.376,10.988,-64.786,248.9,35.445
4.69,-4.2151,-7.4643,2.3972,0.59301,0.49949,0.39426,0.49337,-4.5374,3.6777,-0.93761,-0.31862,-0.52461,0.43937,24.185,-5.1214,-5.0185,0,0,0,6.4434,6.4785,6.3437,6.293,14.959,-16.877,11.335,-66.587,250.65,34.035
4.7,-4.2592,-7.4277,2.3876,0.60212,0.49373,0.39953,0.4838,-4.2948,3.6257,-0.98723,-0.32017,-0.43501,0.35678,24.331,-5.2776,-4.9035,0,0,0,6.4915,6.5247,6.3947,6.345,14.284,-14.365,11.668,-68.475,251.79,32.595
4.71,-4.3009,-7.3917,2.3775,0.61102,0.48754,0.40507,0.47422,-4.0508,3.5722,-1.0357,-0.32678,-0.34878,0.27676,24.471,-5.4086,-4.7852,0,0,0,6.5371,6.5682,6.4432,6.3943,13.59,-11.844,11.987,-70.454,252.29,31.125
4.72,-4.3402,-7.3563,2.3669,0.61967,0.48096,0.41079,0.46468,-3.8054,3.5176,-1.0829,-0.3384,-0.26602,0.19928,24.603,-5.5144,-4.6638,0,0,0,6.58,6.6089,6.4889,6.4408,12.875,-9.3211,12.291,-72.527,252.14,29.628
4.73,-4.377,-7.3214,2.3558,0.62805,0.47403,0.41665,0.45525,-3.5587,3.462,-1.1289,-0.35488,-0.18688,0.12432,24.728,-5.5951,-4.5394,0,0,0,6.6201,6.6467,6.5318,6.4844,12.139,-6.8032,12.579,-74.694,251.32,28.102
4.74,-4.4114,-7.2871,2.3443,0.63613,0.46677,0.42257,0.44597,-3.3109,3.4058,-1.1737,-0.37603,-0.11145,0.05185,24.846,-5.6506,-4.4123,0,0,0,6.6573,6.6816,6.5717,6.525,11.381,-4.297,12.853,-76.96,249.8,26.55
4.75,-4.4433,-7.2533,2.3324,0.6439,0.45923,0.4285,0.4369,-3.0618,3.3491,-1.2172,-0.40157,-0.039856,-0.018135,24.956,-5.6811,-4.2824,0,0,0,6.6915,6.7135,6.6086,6.5627,10.599,-1.8096,13.11,-79.326,247.58,24.972
4.76,-4.4726,-7.2201,2.32,0.65134,0.45143,0.43441,0.42808,-2.8118,3.2922,-1.2593,-0.4312,0.027812,-0.085648,25.058,-5.6868,-4.1501,0,0,0,6.7227,6.7423,6.6425,6.5973,9.7937,0.65204,13.352,-81.795,244.62,23.368
4.77,-4.4995,-7.1874,2.3072,0.65846,0.44338,0.44026,0.41953,-2.5607,3.2354,-1.3002,-0.46456,0.09146,-0.15069,25.151,-5.6681,-4.0155,0,0,0,6.7509,6.7681,6.6732,6.6288,8.963,3.0804,13.577,-84.369,240.92,21.739
4.78,-4.5238,-7.1554,2.294,0.66527,0.43512,0.44603,0.41128,-2.3088,3.1789,-1.3396,-0.50129,0.151,-0.21324,25.237,-5.6254,-3.8786,0,0,0,6.776,6.7907,6.7009,6.6574,8.106,5.4678,13.787,-87.047,236.45,20.088
4.79,-4.5457,-7.1239,2.2804,0.67177,0.42664,0.45168,0.40334,-2.056,3.123,-1.3777,-0.54104,0.20636,-0.27331,25.314,-5.5589,-3.7398,0,0,0,6.798,6.8103,6.7254,6.6829,7.2217,7.8071,13.979,-89.817,231.28,18.416
4.8,-4.565,-7.0929,2.2664,0.67799,0.41796,0.45721,0.39573,-1.8025,3.0678,-1.4144,-0.58343,0.25749,-0.33088,25.381,-5.4694,-3.5991,0,0,0,6.8169,6.8268,6.7469,6.7054,6.3094,10.091,14.155,-92.663,225.43,16.728
4.81,-4.5817,-7.0625,2.2521,0.68393,0.40909,0.46261,0.38843,-1.5484,3.0137,-1.4497,-0.62812,0.30436,-0.38596,25.44,-5.3573,-3.4567,0,0,0,6.8328,6.8403,6.7652,6.7249,5.3683,12.314,14.314,-95.567,218.97,15.027
4.82,-4.5959,-7.0326,2.2374,0.68962,0.40002,0.46788,0.38144,-1.2938,2.9608,-1.4836,-0.67479,0.34693,-0.43857,25.488,-5.2234,-3.3129,0,0,0,6.8458,6.8508,6.7806,6.7414,4.3979,14.469,14.455,-98.515,211.94,13.317
4.83,-4.6076,-7.0033,2.2224,0.69509,0.39075,0.473,0.37475,-1.0387,2.9093,-1.516,-0.72313,0.3852,-0.48872,25.527,-5.0682,-3.1677,0,0,0,6.8557,6.8585,6.7929,6.755,3.3979,16.551,14.58,-101.49,204.4,11.603
4.84,-4.6167,-6.9744,2.2071,0.70035,0.38128,0.47798,0.36833,-0.78325,2.8595,-1.5469,-0.77285,0.41916,-0.53644,25.556,-4.8926,-3.0213,0,0,0,6.8628,6.8632,6.8022,6.7657,2.3681,18.555,14.687,-104.47,196.4,9.887
4.85,-4.6233,-6.9461,2.1915,0.70543,0.3716,0.48281,0.36217,-0.52759,2.8115,-1.5764,-0.82371,0.4488,-0.58177,25.575,-4.6974,-2.874,0,0,0,6.8671,6.8652,6.8087,6.7735,1.3084,20.477,14.778,-107.45,187.99,8.1737
4.86,-4.6272,-6.9182,2.1756,0.71036,0.3617,0.4875,0.35624,-0.27179,2.7656,-1.6044,-0.87547,0.47411,-0.62472,25.582,-4.4833,-2.7258,0,0,0,6.8686,6.8645,6.8123,6.7786,0.21904,22.314,14.851,-110.41,179.22,6.4666
4.87,-4.6287,-6.8908,2.1594,0.71514,0.35158,0.49204,0.35051,-0.015975,2.7219,-1.6309,-0.92791,0.49508,-0.66536,25.579,-4.2514,-2.577,0,0,0,6.8674,6.8611,6.8132,6.781,-0.89971,24.061,14.907,-113.33,170.14,4.7696
4.88,-4.6276,-6.8638,2.143,0.71981,0.34123,0.49643,0.34495,0.23975,2.6806,-1.6559,-0.98083,0.5117,-0.70371,25.564,-4.0024,-2.4278,0,0,0,6.8635,6.8552,6.8113,6.7808,-2.0474,25.715,14.946,-116.2,160.8,3.0863
4.89,-4.6239,-6.8371,2.1263,0.72438,0.33063,0.50067,0.33954,0.49527,2.6419,-1.6795,-1.0341,0.52396,-0.73984,25.538,-3.7374,-2.2782,0,0,0,6.8572,6.8468,6.8069,6.778,-3.2234,27.276,14.969,-118.99,151.27,1.4206
4.9,-4.6177,-6.8109,2.1094,0.72886,0.31979,0.50475,0.33424,0.75047,2.6059,-1.7015,-1.0874,0.53185,-0.77379,25.5,-3.4572,-2.1284,0,0,0,6.8484,6.836,6.7998,6.7727,-4.427,28.74,14.975,-121.7,141.57,-0.22379
4.91,-4.6089,-6.785,2.0923,0.73328,0.30868,0.50867,0.32904,1.0052,2.5728,-1.722,-1.1408,0.53536,-0.80564,25.449,-3.1629,-1.9787,0,0,0,6.8372,6.8229,6.7903,6.765,-5.6571,30.107,14.964,-124.31,131.78,-1.8431
4.92,-4.5976,-6.7594,2.075,0.73765,0.29732,0.51241,0.3239,1.2594,2.5427,-1.7411,-1.1939,0.5345,-0.83546,25.386,-2.8554,-1.8292,0,0,0,6.8237,6.8076,6.7784,6.7549,-6.9128,31.376,14.938,-126.8,121.93,-3.4335
4.93,-4.5837,-6.7341,2.0575,0.74198,0.28568,0.51597,0.31879,1.5129,2.5157,-1.7586,-1.2468,0.52926,-0.86331,25.311,-2.5357,-1.68,0,0,0,6.808,6.7902,6.7642,6.7425,-8.1926,32.546,14.896,-129.15,112.09,-4.9914
4.94,-4.5673,-6.7091,2.0398,0.74628,0.27377,0.51934,0.3137,1.7656,2.492,-1.7747,-1.2992,0.51966,-0.88928,25.223,-2.2048,-1.5313,0,0,0,6.7901,6.7707,6.7477,6.7279,-9.4952,33.618,14.838,-131.35,102.29,-6.5128
4.95,-4.5484,-6.6843,2.022,0.75055,0.26158,0.5225,0.3086,2.0173,2.4717,-1.7892,-1.351,0.50571,-0.91347,25.121,-1.8637,-1.3833,0,0,0,6.7702,6.7492,6.729,6.7111,-10.819,34.592,14.766,-133.38,92.602,-7.9941
4.96,-4.527,-6.6597,2.004,0.75482,0.24912,0.52545,0.30348,2.268,2.4548,-1.8023,-1.4021,0.48744,-0.93598,25.006,-1.5133,-1.2361,0,0,0,6.7483,6.7258,6.7082,6.6922,-12.162,35.47,14.679,-135.23,83.065,-9.4315
4.97,-4.503,-6.6352,1.9859,0.75907,0.23639,0.52815,0.29831,2.5174,2.4414,-1.814,-1.4524,0.4649,-0.9569,24.878,-1.1546,-1.0898,0,0,0,6.7245,6.7007,6.6854,6.6712,-13.523,36.254,14.577,-136.88,73.735,-10.821
4.98,-4.4766,-6.6108,1.9678,0.76332,0.22338,0.5306,0.29309,2.7655,2.4317,-1.8241,-1.5017,0.43815,-0.97636,24.736,-0.78855,-0.94457,0,0,0,6.6989,6.6737,6.6605,6.6483,-14.899,36.946,14.462,-138.32,64.655,-12.16
4.99,-4.4477,-6.5865,1.9495,0.76757,0.21012,0.53278,0.2878,3.0121,2.4257,-1.8329,-1.55,0.40726,-0.99448,24.58,-0.41601,-0.80058,0,0,0,6.6715,6.6451,6.6337,6.6234,-16.289,37.548,14.334,-139.54,55.836,-13.447
5,-4.4164,-6.5623,1.9311,0.77182,0.19659,0.53467,0.28243,3.257,2.4234,-1.8402,-1.5972,0.37229,-1.0114,24.41,-0.037879,-0.65793,0,0,0,6.6423,6.6148,6.6051,6.5967,-17.689,38.063,14.194,-140.55,47.275,-14.684
5.01,-4.3826,-6.5381,1.9127,0.77607,0.18283,0.53625,0.27699,3.5002,2.4249,-1.846,-1.6431,0.33333,-1.0271,24.226,0.34498,-0.51675,0,0,0,6.6116,6.583,6.5747,6.5681,-19.099,38.494,14.041,-141.35,38.968,-15.871
5.02,-4.3464,-6.5138,1.8942,0.78032,0.16883,0.53751,0.27146,3.7415,2.4303,-1.8505,-1.6876,0.29045,-1.0418,24.028,0.73173,-0.37715,0,0,0,6.5793,6.5497,6.5426,6.5379,-20.516,38.843,13.876,-141.95,30.913,-17.009
5.03,-4.3078,-6.4894,1.8757,0.78456,0.15462,0.53841,0.26585,3.9807,2.4396,-1.8536,-1.7306,0.24375,-1.0556,23.816,1.1216,-0.23926,0,0,0,6.5454,6.5149,6.5089,6.5061,-21.937,39.113,13.701,-142.35,23.107,-18.098
5.04,-4.2668,-6.465,1.8571,0.78879,0.14021,0.53895,0.26016,4.2178,2.4528,-1.8553,-1.772,0.19334,-1.0685,23.589,1.5137,-0.10317,0,0,0,6.5101,6.4787,6.4735,6.4726,-23.362,39.306,13.515,-142.56,15.547,-19.139
5.05,-4.2234,-6.4404,1.8386,0.79301,0.12561,0.5391,0.25441,4.4525,2.4699,-1.8556,-1.8116,0.13933,-1.0807,23.348,1.9075,0.031,0,0,0,6.4734,6.4412,6.4367,6.4377,-24.788,39.425,13.318,-142.57,8.2292,-20.132
5.06,-4.1777,-6.4156,1.82,0.79722,0.11086,0.53885,0.24859,4.6847,2.4909,-1.8547,-1.8493,0.081854,-1.0922,23.093,2.302,0.16316,0,0,0,6.4353,6.4024,6.3984,6.4013,-26.213,39.472,13.112,-142.4,1.1513,-21.079
5.07,-4.1297,-6.3905,1.8015,0.8014,0.095981,0.53817,0.24273,4.9143,2.5159,-1.8524,-1.8851,0.021045,-1.1031,22.824,2.6967,0.29321,0,0,0,6.396,6.3624,6.3587,6.3635,-27.635,39.449,12.897,-142.04,-5.6896,-21.981
5.08,-4.0795,-6.3652,1.783,0.80555,0.08099,0.53706,0.23683,5.1411,2.5449,-1.8488,-1.9188,-0.042941,-1.1135,22.541,3.0908,0.42106,0,0,0,6.3554,6.3212,6.3177,6.3245,-29.053,39.359,12.673,-141.5,-12.297,-22.836
5.09,-4.0269,-6.3396,1.7645,0.80967,0.065917,0.5355,0.23093,5.365,2.5777,-1.844,-1.9502,-0.10994,-1.1235,22.243,3.4836,0.54663,0,0,0,6.3137,6.279,6.2754,6.2841,-30.465,39.204,12.44,-140.78,-18.673,-23.648
5.1,-3.9722,-6.3137,1.7461,0.81375,0.050791,0.53347,0.22503,5.5859,2.6145,-1.8379,-1.9795,-0.17977,-1.133,21.931,3.8746,0.66984,0,0,0,6.2709,6.2357,6.232,6.2427,-31.868,38.986,12.2,-139.89,-24.821,-24.415
5.11,-3.9152,-6.2873,1.7277,0.81779,0.035641,0.53096,0.21916,5.8036,2.6552,-1.8306,-2.0063,-0.25225,-1.1423,21.606,4.2631,0.7906,0,0,0,6.2271,6.1914,6.1874,6.2001,-33.262,38.708,11.952,-138.84,-30.745,-25.139
5.12,-3.8561,-6.2606,1.7095,0.82177,0.020495,0.52798,0.21334,6.018,2.6998,-1.8221,-2.0308,-0.32719,-1.1513,21.266,4.6486,0.90885,0,0,0,6.1823,6.1462,6.1418,6.1564,-34.644,38.372,11.697,-137.61,-36.446,-25.821
5.13,-3.7949,-6.2333,1.6913,0.8257,0.0053847,0.5245,0.2076,6.2289,2.7482,-1.8124,-2.0529,-0.4044,-1.1601,20.913,5.0304,1.0245,0,0,0,6.1365,6.1002,6.0952,6.1118,-36.014,37.98,11.436,-136.23,-41.928,-26.46
5.14,-3.7315,-6.2056,1.6732,0.82956,-0.009662,0.52052,0.20197,6.4362,2.8004,-1.8016,-2.0726,-0.48367,-1.1688,20.546,5.408,1.1375,0,0,0,6.09,6.0533,6.0477,6.0663,-37.368,37.534,11.168,-134.69,-47.194,-27.059
5.15,-3.6662,-6.1773,1.6553,0.83337,-0.024616,0.51604,0.19646,6.6398,2.8563,-1.7897,-2.0898,-0.5648,-1.1774,20.166,5.7809,1.2479,0,0,0,6.0427,6.0058,5.9993,6.02,-38.707,37.037,10.895,-132.99,-52.248,-27.617
5.16,-3.5988,-6.1484,1.6374,0.8371,-0.039449,0.51106,0.19111,6.8395,2.916,-1.7767,-2.1045,-0.64761,-1.1859,19.772,6.1486,1.3554,0,0,0,5.9947,5.9577,5.9503,5.973,-40.028,36.49,10.616,-131.14,-57.091,-28.135
5.17,-3.5294,-6.119,1.6198,0.84076,-0.054135,0.50558,0.18595,7.0352,2.9793,-1.7626,-2.1169,-0.73189,-1.1945,19.365,6.5105,1.4602,0,0,0,5.9461,5.9089,5.9005,5.9253,-41.329,35.896,10.332,-129.15,-61.727,-28.613
5.18,-3.4581,-6.0888,1.6022,0.84435,-0.068647,0.49961,0.18099,7.2267,3.0462,-1.7475,-2.127,-0.81745,-1.2031,18.945,6.8663,1.562,0,0,0,5.897,5.8598,5.8502,5.8771,-42.61,35.256,10.044,-127.02,-66.159,-29.053
5.19,-3.3849,-6.058,1.5848,0.84786,-0.082963,0.49313,0.17626,7.414,3.1166,-1.7313,-2.1348,-0.90412,-1.2118,18.513,7.2155,1.661,0,0,0,5.8474,5.8102,5.7994,5.8284,-43.869,34.573,9.7511,-124.74,-70.39,-29.456
5.2,-3.3098,-6.0265,1.5676,0.85129,-0.097061,0.48617,0.17179,7.5969,3.1904,-1.7143,-2.1403,-0.99172,-1.2207,18.068,7.5577,1.7571,0,0,0,5.7974,5.7603,5.7482,5.7793,-45.105,33.849,9.4547,-122.34,-74.422,-29.821
5.21,-3.2329,-5.9942,1.5505,0.85465,-0.11092,0.47873,0.16759,7.7753,3.2677,-1.6962,-2.1438,-1.0801,-1.2296,17.611,7.8924,1.8501,0,0,0,5.7472,5.7102,5.6967,5.7299,-46.315,33.085,9.1548,-119.8,-78.259,-30.149
5.22,-3.1543,-5.9611,1.5337,0.85792,-0.12452,0.47082,0.1637,7.9491,3.3483,-1.6773,-2.1451,-1.1691,-1.2388,17.142,8.2192,1.9401,0,0,0,5.6968,5.66,5.645,5.6803,-47.5,32.284,8.8519,-117.13,-81.904,-30.442
5.23,-3.074,-5.9272,1.517,0.86111,-0.13785,0.46243,0.16012,8.1181,3.4321,-1.6574,-2.1446,-1.2585,-1.2482,16.661,8.5379,2.0271,0,0,0,5.6463,5.6098,5.5932,5.6307,-48.658,31.448,8.5461,-114.34,-85.36,-30.699
5.24,-2.992,-5.8925,1.5005,0.86422,-0.15089,0.45359,0.15688,8.2823,3.519,-1.6367,-2.1422,-1.3483,-1.2578,16.169,8.8481,2.1111,0,0,0,5.5959,5.5596,5.5414,5.5811,-49.787,30.578,8.238,-111.44,-88.63,-30.922
5.25,-2.9083,-5.8568,1.4843,0.86724,-0.16364,0.4443,0.15398,8.4415,3.609,-1.6152,-2.1381,-1.4382,-1.2676,15.665,9.1494,2.1919,0,0,0,5.5455,5.5097,5.4898,5.5317,-50.886,29.676,7.9278,-108.41,-91.716,-31.111
5.26,-2.8232,-5.8203,1.4682,0.87018,-0.17607,0.43457,0.15145,8.5956,3.702,-1.5929,-2.1323,-1.5281,-1.2776,15.151,9.4415,2.2696,0,0,0,5.4954,5.4601,5.4384,5.4825,-51.954,28.744,7.6159,-105.27,-94.622,-31.267
5.27,-2.7364,-5.7828,1.4524,0.87303,-0.18819,0.42441,0.1493,8.7445,3.7978,-1.5698,-2.1249,-1.618,-1.2879,14.626,9.7242,2.3442,0,0,0,5.4456,5.4109,5.3874,5.4337,-52.991,27.784,7.3025,-102.03,-97.35,-31.391
5.28,-2.6483,-5.7443,1.4368,0.87578,-0.19997,0.41383,0.14754,8.8881,3.8964,-1.546,-2.1161,-1.7076,-1.2984,14.091,9.9971,2.4157,0,0,0,5.3963,5.3623,5.337,5.3854,-53.995,26.798,6.9882,-98.682,-99.904,-31.482
5.29,-2.5587,-5.7049,1.4215,0.87844,-0.21143,0.40284,0.14617,9.0263,3.9977,-1.5215,-2.1058,-1.7968,-1.3091,13.547,10.26,2.484,0,0,0,5.3475,5.3143,5.2872,5.3378,-54.964,25.786,6.673,-95.233,-102.29,-31.542
5.3,-2.4678,-5.6644,1.4064,0.881,-0.22255,0.39145,0.1452,9.159,4.1016,-1.4964,-2.0942,-1.8854,-1.3201,12.992,10.513,2.5491,0,0,0,5.2995,5.2672,5.2382,5.291,-55.899,24.752,6.3574,-91.687,-104.5,-31.572
5.31,-2.3755,-5.6228,1.3916,0.88345,-0.23333,0.37967,0.14464,9.2861,4.2079,-1.4706,-2.0814,-1.9733,-1.3312,12.429,10.755,2.6111,0,0,0,5.2522,5.2211,5.1902,5.2451,-56.798,23.697,6.0417,-88.048,-106.55,-31.572
5.32,-2.2821,-5.5802,1.377,0.88579,-0.24376,0.36752,0.14449,9.4075,4.3166,-1.4441,-2.0674,-2.0603,-1.3424,11.856,10.987,2.6699,0,0,0,5.2059,5.176,5.1433,5.2003,-57.66,22.622,5.7261,-84.321,-108.44,-31.543
5.33,-2.1874,-5.5365,1.3627,0.88802,-0.25385,0.355,0.14475,9.5232,4.4276,-1.4172,-2.0523,-2.1462,-1.3537,11.276,11.207,2.7256,0,0,0,5.1607,5.1322,5.0977,5.1567,-58.484,21.529,5.4109,-80.507,-110.16,-31.486
5.34,-2.0916,-5.4916,1.3486,0.89012,-0.26359,0.34212,0.14543,9.633,4.5407,-1.3896,-2.036,-2.2308,-1.3651,10.687,11.417,2.7782,0,0,0,5.1168,5.0898,5.0534,5.1144,-59.27,20.419,5.0964,-76.613,-111.73,-31.4
5.35,-1.9948,-5.4457,1.3349,0.89209,-0.27299,0.32891,0.14653,9.7369,4.6559,-1.3616,-2.0187,-2.3137,-1.3765,10.09,11.616,2.8276,0,0,0,5.0742,5.0489,5.0108,5.0736,-60.016,19.295,4.783,-72.641,-113.15,-31.288
5.36,-1.8969,-5.3985,1.3214,0.89392,-0.28203,0.31536,0.14803,9.8348,4.773,-1.3331,-2.0003,-2.3949,-1.3878,9.4867,11.803,2.8738,0,0,0,5.0331,5.0097,4.97,5.0346,-60.722,18.157,4.4708,-68.595,-114.41,-31.148
5.37,-1.7981,-5.3502,1.3082,0.8956,-0.29072,0.3015,0.14994,9.9266,4.8919,-1.3041,-1.9809,-2.474,-1.3989,8.8761,11.979,2.917,0,0,0,4.9936,4.9723,4.931,4.9973,-61.388,17.007,4.1601,-64.479,-115.53,-30.984
5.38,-1.6984,-5.3007,1.2953,0.89711,-0.29907,0.28734,0.15226,10.012,5.0126,-1.2748,-1.9605,-2.5506,-1.4099,8.2591,12.143,2.957,0,0,0,4.9559,4.9369,4.8942,4.9619,-62.012,15.847,3.8512,-60.296,-116.51,-30.794
5.39,-1.5979,-5.2499,1.2827,0.89846,-0.30707,0.27289,0.15497,10.092,5.1348,-1.245,-1.9392,-2.6246,-1.4205,7.636,12.296,2.994,0,0,0,4.9202,4.9036,4.8596,4.9287,-62.593,14.677,3.5443,-56.052,-117.34,-30.579
5.4,-1.4966,-5.198,1.2704,0.89962,-0.31471,0.25818,0.15807,10.165,5.2584,-1.2149,-1.9168,-2.6955,-1.4308,7.0073,12.437,3.0279,0,0,0,4.8865,4.8726,4.8274,4.8977,-63.132,13.5,3.2397,-51.748,-118.03,-30.341
5.41,-1.3946,-5.1448,1.2584,0.90058,-0.32202,0.24322,0.16154,10.232,5.3835,-1.1845,-1.8935,-2.763,-1.4406,6.3735,12.566,3.0588,0,0,0,4.8551,4.844,4.7977,4.8691,-63.628,12.317,2.9376,-47.39,-118.59,-30.08
5.42,-1.292,-5.0903,1.2467,0.90134,-0.32897,0.22804,0.16539,10.292,5.5097,-1.1537,-1.8692,-2.8268,-1.4498,5.7349,12.683,3.0867,0,0,0,4.826,4.818,4.7708,4.843,-64.08,11.129,2.6382,-42.981,-119.01,-29.796
5.43,-1.1888,-5.0346,1.2354,0.90189,-0.33558,0.21265,0.16959,10.347,5.6371,-1.1227,-1.844,-2.8865,-1.4583,5.0921,12.788,3.1116,0,0,0,4.7995,4.7946,4.7467,4.8196,-64.488,9.9374,2.3417,-38.525,-119.31,-29.49
5.44,-1.0851,-4.9776,1.2243,0.9022,-0.34185,0.19708,0.17414,10.394,5.7654,-1.0915,-1.8179,-2.9418,-1.4661,4.4453,12.882,3.1335,0,0,0,4.7755,4.774,4.7257,4.7989,-64.85,8.7433,2.0484,-34.025,-119.47,-29.163
5.45,-0.9809,-4.9193,1.2135,0.90228,-0.34778,0.18135,0.17901,10.435,5.8947,-1.0601,-1.7908,-2.9924,-1.473,3.7952,12.963,3.1526,0,0,0,4.7543,4.7563,4.7077,4.781,-65.168,7.5483,1.7585,-29.485,-119.52,-28.816
5.46,-0.87637,-4.8597,1.2031,0.90211,-0.35338,0.1655,0.18419,10.47,6.0247,-1.0285,-1.7628,-3.0379,-1.4789,3.1421,13.033,3.1687,0,0,0,4.7361,4.7416,4.6929,4.7662,-65.44,6.3534,1.4722,-24.91,-119.44,-28.449
5.47,-0.77152,-4.7988,1.193,0.90169,-0.35864,0.14954,0.18967,10.498,6.1553,-0.99672,-1.7339,-3.0781,-1.4839,2.4865,13.09,3.182,0,0,0,4.7208,4.73,4.6815,4.7544,-65.666,5.1599,1.1896,-20.303,-119.25,-28.063
5.48,-0.66643,-4.7366,1.1831,0.901,-0.36357,0.13351,0.19543,10.52,6.2864,-0.96484,-1.7042,-3.1127,-1.4877,1.829,13.136,3.1925,0,0,0,4.7086,4.7216,4.6734,4.7458,-65.846,3.9688,0.91096,-15.668,-118.94,-27.659
5.49,-0.56115,-4.673,1.1737,0.90004,-0.36818,0.11744,0.20144,10.535,6.418,-0.93287,-1.6737,-3.1415,-1.4903,1.1698,13.17,3.2003,0,0,0,4.6996,4.7163,4.6687,4.7403,-65.979,2.7815,0.63647,-11.008,-118.51,-27.237
5.5,-0.45575,-4.6082,1.1645,0.89881,-0.37247,0.10136,0.2077,10.543,6.5498,-0.90084,-1.6423,-3.1644,-1.4917,0.50952,13.192,3.2053,0,0,0,4.6939,4.7144,4.6676,4.7381,-66.066,1.5989,0.36628,-6.3276,-117.98,-26.798
5.51,-0.3503,-4.542,1.1556,0.89729,-0.37645,0.085302,0.21417,10.545,6.6818,-0.86878,-1.6103,-3.1813,-1.4918,-0.15138,13.202,3.2076,0,0,0,4.6916,4.7157,4.6699,4.7393,-66.106,0.42217,0.10057,-1.6306,-117.35,-26.342
5.52,-0.24487,-4.4746,1.1471,0.89551,-0.38013,0.069292,0.22083,10.54,6.8138,-0.8367,-1.5776,-3.1921,-1.4906,-0.81244,13.2,3.2073,0,0,0,4.6927,4.7204,4.6758,4.7437,-66.099,-0.74768,-0.16051,3.0795,-116.61,-25.871
5.53,-0.13952,-4.4058,1.1389,0.89344,-0.38351,0.053365,0.22767,10.529,6.9457,-0.80464,-1.5442,-3.1968,-1.4881,-1.4732,13.187,3.2044,0,0,0,4.6972,4.7284,4.6852,4.7514,-66.044,-1.9096,-0.41679,7.7986,-115.77,-25.384
5.54,-0.034317,-4.3356,1.131,0.8911,-0.38661,0.03755,0.23467,10.511,7.0775,-0.77262,-1.5104,-3.1955,-1.4842,-2.1332,13.162,3.199,0,0,0,4.7052,4.7398,4.698,4.7625,-65.943,-3.0627,-0.66814,12.523,-114.83,-24.883
