t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
2.17,8.0657,5.173,2.1735,0.84574,0.52326,-0.095803,0.041757,10.193,5.1007,-0.62471,0.66372,-0.75828,0.36855,-2.7945,-21.087,0.44202,0,0,0,5.996,5.9738,6.0079,5.9883,-18.839,-36.719,-2.7449,-36.076,198.7,-37.374
2.18,8.1675,5.223,2.1672,0.84393,0.52675,-0.09547,0.034625,10.164,4.8881,-0.62043,0.62934,-0.74999,0.37669,-2.9847,-21.445,0.41271,0,0,0,6.079,6.0571,6.0913,6.0736,-19.199,-34.723,-3.1161,-35.96,200.41,-36.857
2.19,8.269,5.2708,2.161,0.84215,0.53006,-0.095146,0.027555,10.133,4.6719,-0.61647,0.5974,-0.74429,0.3855,-3.1785,-21.782,0.37972,0,0,0,6.1578,6.1361,6.1704,6.1546,-19.558,-32.712,-3.4817,-35.796,201.81,-36.253
2.2,8.3702,5.3164,2.1549,0.84041,0.5332,-0.094837,0.020538,10.1,4.4525,-0.61285,0.56772,-0.74099,0.39498,-3.3758,-22.099,0.3431,0,0,0,6.2323,6.2108,6.2453,6.2311,-19.915,-30.688,-3.8409,-35.582,202.91,-35.562
2.21,8.471,5.3598,2.1488,0.83868,0.53618,-0.094549,0.013564,10.066,4.23,-0.60962,0.54014,-0.73991,0.4051,-3.5768,-22.396,0.30292,0,0,0,6.3025,6.2812,6.316,6.3033,-20.27,-28.654,-4.1927,-35.319,203.69,-34.782
2.22,8.5715,5.401,2.1427,0.83698,0.53901,-0.094287,0.0066239,10.029,4.0046,-0.6068,0.5145,-0.7409,0.41587,-3.7812,-22.672,0.25927,0,0,0,6.3684,6.3472,6.3823,6.371,-20.621,-26.615,-4.5362,-35.004,204.14,-33.911
2.23,8.6716,5.4399,2.1366,0.83529,0.5417,-0.094056,-0.00029067,9.99,3.7766,-0.60444,0.49069,-0.74382,0.42727,-3.9892,-22.928,0.21223,0,0,0,6.4299,6.4088,6.4443,6.4343,-20.97,-24.573,-4.8706,-34.636,204.25,-32.947
2.24,8.7713,5.4765,2.1306,0.83362,0.54426,-0.093861,-0.0071875,9.949,3.5462,-0.60257,0.46857,-0.74855,0.4393,-4.2006,-23.163,0.1619,0,0,0,6.4871,6.466,6.5019,6.4931,-21.314,-22.531,-5.1948,-34.215,204.03,-31.888
2.25,8.8706,5.5108,2.1246,0.83195,0.5467,-0.093706,-0.014074,9.906,3.3134,-0.60122,0.44805,-0.75496,0.45194,-4.4154,-23.378,0.10837,0,0,0,6.54,6.5189,6.5553,6.5476,-21.654,-20.493,-5.508,-33.739,203.46,-30.734
2.26,8.9694,5.5428,2.1186,0.83029,0.54902,-0.093596,-0.020957,9.8607,3.0787,-0.60041,0.42901,-0.76297,0.46518,-4.6337,-23.573,0.051775,0,0,0,6.5885,6.5674,6.6044,6.5976,-21.989,-18.463,-5.8092,-33.209,202.55,-29.486
2.27,9.0678,5.5724,2.1126,0.82863,0.55123,-0.093533,-0.027844,9.8133,2.842,-0.60019,0.41139,-0.77248,0.47903,-4.8552,-23.748,-0.0077695,0,0,0,6.6328,6.6116,6.6491,6.6433,-22.318,-16.444,-6.0974,-32.627,201.31,-28.149
2.28,9.1657,5.5996,2.1066,0.82696,0.55334,-0.093521,-0.034741,9.7636,2.6038,-0.60058,0.39508,-0.7834,0.49347,-5.08,-23.902,-0.070128,0,0,0,6.6728,6.6516,6.6897,6.6848,-22.641,-14.438,-6.3719,-31.992,199.75,-26.726
2.29,9.263,5.6245,2.1006,0.82529,0.55534,-0.093565,-0.041653,9.7117,2.3641,-0.6016,0.38002,-0.79567,0.50849,-5.308,-24.037,-0.13516,0,0,0,6.7087,6.6873,6.7261,6.722,-22.957,-12.45,-6.6317,-31.307,197.88,-25.222
2.3,9.3599,5.6469,2.0945,0.82361,0.55725,-0.093666,-0.048586,9.6574,2.1231,-0.60329,0.36614,-0.80921,0.52409,-5.5391,-24.151,-0.20271,0,0,0,6.7405,6.719,6.7585,6.755,-23.267,-10.481,-6.8761,-30.573,195.71,-23.64
2.31,9.4562,5.6669,2.0885,0.82192,0.55907,-0.093829,-0.055545,9.6009,1.8811,-0.60566,0.35337,-0.82397,0.54025,-5.7733,-24.246,-0.27263,0,0,0,6.7683,6.7466,6.7868,6.784,-23.569,-8.5364,-7.1042,-29.791,193.26,-21.985
2.32,9.5519,5.6845,2.0824,0.82021,0.5608,-0.094057,-0.062534,9.542,1.6382,-0.60875,0.34165,-0.83987,0.55698,-6.0105,-24.322,-0.34474,0,0,0,6.7921,6.7702,6.8112,6.809,-23.863,-6.6172,-7.3155,-28.963,190.54,-20.262
2.33,9.647,5.6997,2.0763,0.81848,0.56245,-0.094352,-0.069559,9.4807,1.3947,-0.61257,0.33094,-0.85687,0.57426,-6.2505,-24.379,-0.41888,0,0,0,6.8122,6.79,6.8318,6.8301,-24.148,-4.7265,-7.5093,-28.088,187.55,-18.473
2.34,9.7415,5.7124,2.0702,0.81672,0.56402,-0.094719,-0.076622,9.4169,1.1507,-0.61713,0.32117,-0.87492,0.59208,-6.4934,-24.417,-0.49486,0,0,0,6.8285,6.8061,6.8486,6.8474,-24.424,-2.867,-7.6848,-27.17,184.31,-16.623
2.35,9.8353,5.7227,2.064,0.81494,0.56551,-0.095158,-0.083728,9.3508,0.90645,-0.62247,0.31231,-0.89396,0.61042,-6.739,-24.436,-0.57251,0,0,0,6.8412,6.8185,6.8618,6.8611,-24.691,-1.0411,-7.8415,-26.208,180.83,-14.716
2.36,9.9285,5.7305,2.0577,0.81313,0.56693,-0.095674,-0.090881,9.2821,0.66207,-0.62859,0.3043,-0.91394,0.62928,-6.9872,-24.438,-0.65163,0,0,0,6.8504,6.8274,6.8715,6.8712,-24.948,0.74881,-7.9789,-25.205,177.12,-12.756
2.37,10.021,5.7359,2.0514,0.81128,0.56827,-0.09627,-0.098082,9.211,0.41776,-0.63551,0.29711,-0.93482,0.64863,-7.2379,-24.421,-0.73202,0,0,0,6.8563,6.833,6.8779,6.8779,-25.195,2.5005,-8.0965,-24.161,173.19,-10.747
2.38,10.113,5.7389,2.045,0.8094,0.56954,-0.096948,-0.10533,9.1374,0.1737,-0.64323,0.2907,-0.95653,0.66846,-7.491,-24.388,-0.81349,0,0,0,6.8589,6.8353,6.8811,6.8814,-25.431,4.212,-8.1937,-23.077,169.06,-8.6941
2.39,10.204,5.7394,2.0385,0.80748,0.57074,-0.09771,-0.11264,9.0612,-0.069941,-0.65178,0.28503,-0.97903,0.68873,-7.7465,-24.337,-0.89583,0,0,0,6.8585,6.8346,6.8811,6.8817,-25.656,5.8811,-8.2702,-21.956,164.73,-6.6001
2.4,10.294,5.7375,2.032,0.80551,0.57187,-0.098559,-0.12,8.9824,-0.31299,-0.66115,0.28006,-1.0023,0.70943,-8.0041,-24.27,-0.97882,0,0,0,6.8552,6.8309,6.8782,6.879,-25.87,7.5059,-8.3256,-20.797,160.21,-4.4696
2.41,10.383,5.7331,2.0253,0.8035,0.57293,-0.099499,-0.12742,8.9011,-0.55529,-0.67136,0.27576,-1.0262,0.73053,-8.2639,-24.187,-1.0623,0,0,0,6.8492,6.8245,6.8725,6.8735,-26.072,9.0847,-8.3595,-19.603,155.52,-2.3065
2.42,10.472,5.7264,2.0185,0.80144,0.57393,-0.10053,-0.1349,8.8172,-0.79668,-0.6824,0.27208,-1.0507,0.75198,-8.5255,-24.089,-1.1459,0,0,0,6.8405,6.8154,6.8642,6.8652,-26.262,10.616,-8.3716,-18.374,150.67,-0.1149
2.43,10.56,5.7172,2.0117,0.79932,0.57486,-0.10166,-0.14244,8.7306,-1.037,-0.69428,0.26899,-1.0758,0.77376,-8.7891,-23.975,-1.2296,0,0,0,6.8295,6.8039,6.8534,6.8545,-26.44,12.098,-8.3617,-17.113,145.67,2.1011
2.44,10.647,5.7057,2.0047,0.79715,0.57572,-0.10288,-0.15004,8.6414,-1.2761,-0.70699,0.26646,-1.1013,0.79581,-9.0543,-23.847,-1.3131,0,0,0,6.8161,6.7902,6.8403,6.8414,-26.604,13.529,-8.3295,-15.819,140.53,4.3373
2.45,10.732,5.6917,1.9975,0.79492,0.57652,-0.1042,-0.1577,8.5495,-1.5139,-0.72054,0.26445,-1.1273,0.81808,-9.3211,-23.705,-1.3961,0,0,0,6.8008,6.7744,6.8251,6.8261,-26.756,14.908,-8.2749,-14.494,135.26,6.5899
2.46,10.818,5.6754,1.9902,0.79263,0.57725,-0.10562,-0.16542,8.4549,-1.7502,-0.73491,0.26292,-1.1536,0.84053,-9.5894,-23.549,-1.4785,0,0,0,6.7835,6.7567,6.8079,6.8088,-26.894,16.234,-8.1977,-13.139,129.88,8.8546
2.47,10.902,5.6567,1.9828,0.79028,0.57791,-0.10714,-0.1732,8.3577,-1.9848,-0.7501,0.26182,-1.1802,0.86309,-9.8589,-23.38,-1.56,0,0,0,6.7645,6.7373,6.789,6.7897,-27.019,17.505,-8.0978,-11.757,124.38,11.127
2.48,10.985,5.6357,1.9752,0.78787,0.5785,-0.10876,-0.18103,8.2578,-2.2177,-0.76611,0.26112,-1.2069,0.8857,-10.13,-23.199,-1.6404,0,0,0,6.744,6.7164,6.7684,6.7689,-27.129,18.721,-7.9751,-10.347,118.8,13.404
2.49,11.067,5.6124,1.9675,0.78538,0.57903,-0.11049,-0.18893,8.1551,-2.4488,-0.78291,0.26078,-1.2337,0.90828,-10.401,-23.006,-1.7194,0,0,0,6.7221,6.6942,6.7464,6.7466,-27.225,19.881,-7.8297,-8.9108,113.12,15.681
2.5,11.148,5.5867,1.9596,0.78283,0.57948,-0.11231,-0.19688,8.0497,-2.6778,-0.80049,0.26073,-1.2604,0.93075,-10.674,-22.802,-1.7969,0,0,0,6.6991,6.6708,6.7231,6.723,-27.307,20.983,-7.6615,-7.4504,107.38,17.954
2.51,11.228,5.5588,1.9515,0.78021,0.57987,-0.11425,-0.20488,7.9416,-2.9048,-0.81884,0.26095,-1.287,0.95303,-10.948,-22.586,-1.8726,0,0,0,6.6752,6.6465,6.6988,6.6982,-27.374,22.028,-7.4707,-5.9664,101.57,20.219
2.52,11.307,5.5286,1.9432,0.77751,0.58018,-0.11628,-0.21294,7.8308,-3.1295,-0.83794,0.26136,-1.3134,0.97503,-11.222,-22.361,-1.9463,0,0,0,6.6505,6.6215,6.6736,6.6725,-27.427,23.015,-7.2572,-4.4602,95.719,22.471
2.53,11.384,5.4962,1.9347,0.77474,0.58043,-0.11842,-0.22104,7.7172,-3.352,-0.85776,0.26193,-1.3394,0.99666,-11.496,-22.126,-2.0177,0,0,0,6.6251,6.5958,6.6477,6.646,-27.464,23.942,-7.0213,-2.9331,89.825,24.707
2.54,11.461,5.4616,1.926,0.7719,0.5806,-0.12065,-0.22918,7.6009,-3.572,-0.87828,0.26259,-1.3648,1.0178,-11.771,-21.883,-2.0866,0,0,0,6.5994,6.5698,6.6213,6.6189,-27.485,24.811,-6.7631,-1.3861,83.903,26.923
2.55,11.536,5.4248,1.9172,0.76898,0.58069,-0.12299,-0.23737,7.4818,-3.7896,-0.89948,0.26328,-1.3897,1.0384,-12.046,-21.63,-2.1529,0,0,0,6.5735,6.5437,6.5945,6.5914,-27.491,25.62,-6.4829,0.17943,77.964,29.114
2.56,11.611,5.3858,1.908,0.76599,0.58071,-0.12542,-0.24559,7.3599,-4.0046,-0.92133,0.26395,-1.4138,1.0582,-12.321,-21.37,-2.2162,0,0,0,6.5475,6.5175,6.5675,6.5636,-27.482,26.37,-6.1809,1.7623,72.02,31.277
2.57,11.684,5.3447,1.8987,0.76292,0.58065,-0.12794,-0.25385,7.2354,-4.217,-0.94379,0.26452,-1.437,1.0773,-12.595,-21.103,-2.2764,0,0,0,6.5216,6.4915,6.5405,6.5358,-27.456,27.061,-5.8575,3.3612,66.082,33.407
2.58,11.755,5.3015,1.8892,0.75977,0.58051,-0.13056,-0.26213,7.108,-4.4266,-0.96685,0.26493,-1.4592,1.0954,-12.87,-20.829,-2.3333,0,0,0,6.496,6.4658,6.5137,6.508,-27.414,27.692,-5.5129,4.9751,60.162,35.501
2.59,11.826,5.2562,1.8794,0.75655,0.58029,-0.13325,-0.27044,6.978,-4.6335,-0.99045,0.26512,-1.4803,1.1124,-13.144,-20.55,-2.3866,0,0,0,6.4709,6.4407,6.4872,6.4805,-27.356,28.264,-5.1476,6.6026,54.269,37.553
2.6,11.895,5.2088,1.8694,0.75326,0.57999,-0.13603,-0.27876,6.8452,-4.8376,-1.0146,0.26501,-1.5,1.1283,-13.417,-20.264,-2.4362,0,0,0,6.4464,6.4162,6.4612,6.4534,-27.282,28.778,-4.762,8.2425,48.416,39.561
2.61,11.963,5.1594,1.8591,0.7499,0.57961,-0.13888,-0.2871,6.7096,-5.0388,-1.0392,0.26454,-1.5183,1.1429,-13.689,-19.974,-2.4818,0,0,0,6.4227,6.3926,6.4357,6.4269,-27.191,29.233,-4.3566,9.8937,42.614,41.521
2.62,12.029,5.1081,1.8486,0.74646,0.57914,-0.1418,-0.29544,6.5714,-5.2371,-1.0642,0.26364,-1.5351,1.1561,-13.96,-19.68,-2.5232,0,0,0,6.3999,6.3699,6.4111,6.4011,-27.084,29.63,-3.9318,11.555,36.873,43.427
2.63,12.094,5.0547,1.8378,0.74296,0.57859,-0.14478,-0.30378,6.4304,-5.4324,-1.0896,0.26223,-1.5501,1.1678,-14.231,-19.382,-2.5603,0,0,0,6.3781,6.3483,6.3874,6.3761,-26.96,29.97,-3.4882,13.225,31.206,45.276
2.64,12.158,4.9994,1.8268,0.7394,0.57795,-0.14782,-0.31211,6.2868,-5.6247,-1.1154,0.26026,-1.5633,1.1779,-14.5,-19.081,-2.5929,0,0,0,6.3575,6.328,6.3647,6.3521,-26.82,30.254,-3.0264,14.902,25.623,47.065
2.65,12.22,4.9422,1.8155,0.73577,0.57723,-0.1509,-0.32043,6.1404,-5.814,-1.1415,0.25766,-1.5747,1.1862,-14.767,-18.777,-2.6208,0,0,0,6.3381,6.309,6.3431,6.3293,-26.662,30.483,-2.5471,16.586,20.136,48.788
2.66,12.28,4.8831,1.804,0.73209,0.57643,-0.15402,-0.32872,5.9914,-6.0002,-1.1678,0.25436,-1.5839,1.1927,-15.033,-18.471,-2.6438,0,0,0,6.3201,6.2915,6.3229,6.3077,-26.488,30.658,-2.0509,18.275,14.755,50.442
2.67,12.34,4.8222,1.7921,0.72835,0.57554,-0.15716,-0.337,5.8398,-6.1834,-1.1943,0.25032,-1.5911,1.1973,-15.297,-18.164,-2.6618,0,0,0,6.3036,6.2755,6.304,6.2874,-26.297,30.779,-1.5385,19.967,9.492,52.022
2.68,12.397,4.7595,1.7801,0.72456,0.57456,-0.16032,-0.34523,5.6855,-6.3635,-1.221,0.24547,-1.5961,1.2,-15.559,-17.856,-2.6745,0,0,0,6.2886,6.2611,6.2866,6.2686,-26.089,30.848,-1.0107,21.663,4.3584,53.526
2.69,12.453,4.695,1.7677,0.72073,0.5735,-0.16349,-0.35343,5.5286,-6.5405,-1.2478,0.23977,-1.5989,1.2006,-15.818,-17.547,-2.6819,0,0,0,6.2752,6.2484,6.2708,6.2514,-25.864,30.866,-0.4683,23.359,-0.63495,54.948
2.7,12.508,4.6287,1.7551,0.71686,0.57236,-0.16666,-0.36158,5.3692,-6.7145,-1.2746,0.23319,-1.5993,1.1991,-16.076,-17.239,-2.6839,0,0,0,6.2635,6.2374,6.2565,6.2358,-25.621,30.836,0.087931,25.056,-5.4767,56.284
2.71,12.561,4.5607,1.7422,0.71296,0.57113,-0.16982,-0.36968,5.2071,-6.8853,-1.3014,0.22568,-1.5975,1.1956,-16.331,-16.931,-2.6801,0,0,0,6.2535,6.2282,6.244,6.222,-25.362,30.757,0.65708,26.752,-10.156,57.531
2.72,12.612,4.491,1.7291,0.70902,0.56982,-0.17296,-0.37772,5.0425,-7.0531,-1.3282,0.21723,-1.5933,1.1899,-16.583,-16.624,-2.6707,0,0,0,6.2453,6.2207,6.2333,6.2099,-25.086,30.633,1.2382,28.445,-14.661,58.684
2.73,12.661,4.4196,1.7157,0.70507,0.56844,-0.17606,-0.3857,4.8755,-7.2178,-1.3548,0.20781,-1.5869,1.1821,-16.833,-16.318,-2.6553,0,0,0,6.2388,6.2152,6.2243,6.1996,-24.794,30.465,1.8304,30.135,-18.981,59.74
2.74,12.709,4.3466,1.702,0.70109,0.56697,-0.17911,-0.3936,4.7059,-7.3794,-1.3813,0.19742,-1.5781,1.1723,-17.079,-16.014,-2.634,0,0,0,6.2341,6.2114,6.2172,6.1913,-24.484,30.254,2.4327,31.821,-23.104,60.694
2.75,12.756,4.2721,1.688,0.69711,0.56544,-0.18212,-0.40144,4.5339,-7.5381,-1.4075,0.18604,-1.5672,1.1604,-17.322,-15.713,-2.6067,0,0,0,6.2311,6.2094,6.2119,6.1848,-24.157,30.003,3.044,33.5,-27.02,61.542
2.76,12.8,4.1959,1.6738,0.69312,0.56383,-0.18506,-0.40919,4.3595,-7.6937,-1.4334,0.1737,-1.5541,1.1466,-17.562,-15.414,-2.5731,0,0,0,6.23,6.2093,6.2085,6.1803,-23.814,29.714,3.6632,35.172,-30.718,62.28
2.77,12.843,4.1182,1.6594,0.68914,0.56214,-0.18792,-0.41685,4.1827,-7.8464,-1.4589,0.16041,-1.5389,1.1308,-17.798,-15.119,-2.5334,0,0,0,6.2306,6.2109,6.207,6.1778,-23.454,29.39,4.2892,36.836,-34.185,62.904
2.78,12.884,4.039,1.6447,0.68516,0.5604,-0.1907,-0.42443,4.0035,-7.9961,-1.484,0.1462,-1.5218,1.1132,-18.031,-14.827,-2.4873,0,0,0,6.2329,6.2143,6.2073,6.1772,-23.077,29.032,4.9209,38.49,-37.411,63.41
2.79,12.923,3.9583,1.6297,0.68119,0.55859,-0.19339,-0.43192,3.8221,-8.1429,-1.5087,0.13109,-1.5028,1.0939,-18.26,-14.538,-2.4349,0,0,0,6.2369,6.2194,6.2095,6.1785,-22.684,28.642,5.557,40.134,-40.385,63.794
2.8,12.96,3.8761,1.6145,0.67725,0.55672,-0.19597,-0.43932,3.6383,-8.2869,-1.5327,0.11513,-1.4821,1.0731,-18.485,-14.254,-2.3762,0,0,0,6.2426,6.2261,6.2134,6.1817,-22.274,28.225,6.1963,41.765,-43.095,64.052
2.81,12.996,3.7926,1.599,0.67333,0.55479,-0.19844,-0.44661,3.4524,-8.428,-1.5562,0.098371,-1.4598,1.0507,-18.705,-13.974,-2.311,0,0,0,6.2499,6.2344,6.2191,6.1868,-21.849,27.781,6.8376,43.383,-45.531,64.18
2.82,13.029,3.7076,1.5834,0.66943,0.5528,-0.2008,-0.45382,3.2642,-8.5664,-1.5789,0.08087,-1.4362,1.0271,-18.922,-13.698,-2.2394,0,0,0,6.2586,6.2442,6.2266,6.1937,-21.407,27.315,7.4795,44.986,-47.68,64.173
2.83,13.061,3.6212,1.5675,0.66557,0.55077,-0.20303,-0.46092,3.074,-8.702,-1.6009,0.06269,-1.4113,1.0022,-19.133,-13.428,-2.1614,0,0,0,6.2689,6.2554,6.2357,6.2024,-20.949,26.829,8.1206,46.574,-49.533,64.029
2.84,13.091,3.5335,1.5514,0.66175,0.54869,-0.20514,-0.46792,2.8816,-8.8349,-1.6221,0.043901,-1.3855,0.97638,-19.341,-13.162,-2.077,0,0,0,6.2806,6.268,6.2464,6.2128,-20.475,26.325,8.7596,48.145,-51.077,63.741
2.85,13.118,3.4445,1.535,0.65797,0.54656,-0.2071,-0.47482,2.6872,-8.9653,-1.6425,0.024579,-1.3587,0.94968,-19.543,-12.901,-1.9862,0,0,0,6.2936,6.2819,6.2586,6.2248,-19.986,25.808,9.3949,49.697,-52.301,63.307
2.86,13.144,3.3543,1.5185,0.65423,0.54439,-0.20893,-0.48163,2.4908,-9.093,-1.6618,0.0048053,-1.3313,0.92231,-19.74,-12.646,-1.8891,0,0,0,6.3078,6.2969,6.2722,6.2385,-19.482,25.28,10.025,51.23,-53.195,62.723
2.87,13.168,3.2627,1.5018,0.65054,0.54218,-0.21062,-0.48833,2.2924,-9.2182,-1.6802,-0.015336,-1.3034,0.89442,-19.932,-12.396,-1.7858,0,0,0,6.3232,6.3131,6.2872,6.2535,-18.962,24.745,10.649,52.743,-53.746,61.984
2.88,13.19,3.1699,1.4849,0.64691,0.53994,-0.21216,-0.49494,2.0921,-9.3409,-1.6975,-0.035755,-1.2752,0.8662,-20.119,-12.151,-1.6762,0,0,0,6.3396,6.3303,6.3035,6.27,-18.427,24.207,11.264,54.233,-53.945,61.086
2.89,13.21,3.0759,1.4678,0.64332,0.53766,-0.21355,-0.50146,1.89,-9.4612,-1.7137,-0.056359,-1.247,0.8378,-20.301,-11.912,-1.5605,0,0,0,6.357,6.3484,6.321,6.2878,-17.877,23.668,11.87,55.701,-53.779,60.025
2.9,13.228,2.9807,1.4506,0.63978,0.53535,-0.21479,-0.50788,1.6861,-9.5792,-1.7287,-0.077054,-1.2189,0.80941,-20.477,-11.678,-1.4388,0,0,0,6.3753,6.3673,6.3395,6.3068,-17.313,23.132,12.464,57.144,-53.242,58.8
2.91,13.244,2.8843,1.4333,0.6363,0.53301,-0.21588,-0.51421,1.4805,-9.6948,-1.7425,-0.097743,-1.1911,0.78117,-20.647,-11.449,-1.3113,0,0,0,6.3944,6.387,6.359,6.3268,-16.734,22.604,13.046,58.562,-52.346,57.414
2.92,13.258,2.7868,1.4158,0.63287,0.53065,-0.21683,-0.52045,1.2732,-9.8082,-1.7549,-0.11834,-1.1638,0.75326,-20.811,-11.225,-1.178,0,0,0,6.4142,6.4072,6.3794,6.3478,-16.142,22.087,13.612,59.955,-51.106,55.873
2.93,13.269,2.6882,1.3982,0.6295,0.52825,-0.21763,-0.52661,1.0643,-9.9193,-1.766,-0.13874,-1.1372,0.7258,-20.97,-11.007,-1.0391,0,0,0,6.4346,6.428,6.4005,6.3696,-15.535,21.583,14.162,61.321,-49.537,54.185
2.94,13.279,2.5884,1.3805,0.62617,0.52583,-0.21828,-0.53269,0.85382,-10.028,-1.7757,-0.15887,-1.1114,0.69894,-21.122,-10.794,-0.89477,0,0,0,6.4554,6.4492,6.4223,6.3922,-14.915,21.097,14.695,62.659,-47.654,52.355
2.95,13.286,2.4876,1.3627,0.6229,0.52339,-0.2188,-0.53869,0.64187,-10.135,-1.7839,-0.17865,-1.0866,0.6728,-21.268,-10.585,-0.74523,0,0,0,6.4767,6.4708,6.4446,6.4154,-14.282,20.631,15.209,63.97,-45.474,50.389
2.96,13.292,2.3857,1.3448,0.61967,0.52092,-0.21917,-0.54462,0.42848,-10.24,-1.7906,-0.19799,-1.0628,0.64747,-21.408,-10.381,-0.59066,0,0,0,6.4983,6.4926,6.4673,6.439,-13.636,20.188,15.703,65.252,-43.011,48.294
2.97,13.295,2.2828,1.3269,0.61649,0.51843,-0.21942,-0.55048,0.21373,-10.343,-1.7957,-0.21683,-1.0403,0.62307,-21.541,-10.181,-0.43125,0,0,0,6.5201,6.5146,6.4903,6.463,-12.977,19.772,16.175,66.504,-40.28,46.075
2.98,13.296,2.1789,1.3089,0.61335,0.51592,-0.21954,-0.55627,-0.002311,-10.444,-1.7992,-0.23509,-1.0192,0.59967,-21.667,-9.9855,-0.26724,0,0,0,6.5419,6.5366,6.5135,6.4873,-12.306,19.384,16.624,67.726,-37.298,43.739
2.99,13.295,2.0739,1.2909,0.61026,0.51338,-0.21953,-0.562,-0.21959,-10.543,-1.801,-0.25271,-0.99944,0.57736,-21.787,-9.7935,-0.098856,0,0,0,6.5638,6.5586,6.5368,6.5117,-11.623,19.027,17.049,68.918,-34.078,41.291
3,13.292,1.968,1.2729,0.6072,0.51081,-0.21942,-0.56766,-0.43803,-10.64,-1.8011,-0.26963,-0.98122,0.5562,-21.9,-9.6048,0.073656,0,0,0,6.5856,6.5804,6.56,6.5361,-10.928,18.703,17.449,70.077,-30.638,38.739
3.01,13.286,1.8611,1.2549,0.60417,0.50822,-0.21919,-0.57328,-0.65756,-10.735,-1.7995,-0.28578,-0.96461,0.53624,-22.005,-9.4193,0.25004,0,0,0,6.6072,6.602,6.5831,6.5604,-10.221,18.415,17.823,71.205,-26.991,36.088
3.02,13.278,1.7533,1.2369,0.60118,0.5056,-0.21886,-0.57884,-0.87811,-10.828,-1.7961,-0.30113,-0.94965,0.51754,-22.104,-9.2364,0.43003,0,0,0,6.6286,6.6233,6.606,6.5845,-9.5038,18.164,18.171,72.299,-23.153,33.345
3.03,13.269,1.6446,1.219,0.59822,0.50295,-0.21844,-0.58435,-1.0996,-10.919,-1.7909,-0.31561,-0.93641,0.50014,-22.195,-9.0559,0.61336,0,0,0,6.6495,6.6442,6.6285,6.6083,-8.7755,17.952,18.49,73.359,-19.141,30.515
3.04,13.256,1.5349,1.2011,0.59528,0.50027,-0.21794,-0.58981,-1.322,-11.009,-1.7839,-0.32919,-0.92494,0.48405,-22.28,-8.8772,0.79974,0,0,0,6.67,6.6646,6.6506,6.6316,-8.0367,17.781,18.781,74.385,-14.968,27.604
3.05,13.242,1.4244,1.1833,0.59236,0.49757,-0.21735,-0.59523,-1.5452,-11.097,-1.7749,-0.34182,-0.91528,0.46931,-22.356,-8.7001,0.98888,0,0,0,6.69,6.6845,6.6722,6.6545,-7.2879,17.653,19.042,75.375,-10.65,24.62
3.06,13.226,1.313,1.1656,0.58945,0.49482,-0.2167,-0.60061,-1.7691,-11.183,-1.7641,-0.35346,-0.90746,0.45594,-22.425,-8.524,1.1805,0,0,0,6.7093,6.7036,6.6931,6.6767,-6.5293,17.569,19.273,76.329,-6.2032,21.567
3.07,13.207,1.2008,1.148,0.58657,0.49204,-0.21599,-0.60596,-1.9937,-11.267,-1.7513,-0.36408,-0.9015,0.44394,-22.487,-8.3486,1.3742,0,0,0,6.7279,6.722,6.7133,6.6982,-5.7614,17.529,19.473,77.246,-1.6422,18.453
3.08,13.186,1.0877,1.1306,0.58369,0.48922,-0.21523,-0.61127,-2.2188,-11.35,-1.7366,-0.37365,-0.89744,0.43332,-22.54,-8.1733,1.5698,0,0,0,6.7456,6.7396,6.7326,6.7188,-4.9845,17.536,19.642,78.126,3.0174,15.283
3.09,13.162,0.97377,1.1133,0.58082,0.48636,-0.21443,-0.61654,-2.4444,-11.431,-1.7199,-0.38212,-0.89527,0.42409,-22.586,-7.9977,1.767,0,0,0,6.7625,6.7562,6.7511,6.7386,-4.199,17.59,19.779,78.968,7.7604,12.063
3.1,13.137,0.85906,1.0962,0.57795,0.48346,-0.2136,-0.62179,-2.6705,-11.51,-1.7012,-0.38949,-0.89502,0.41623,-22.624,-7.8213,1.9653,0,0,0,6.7784,6.7719,6.7686,6.7574,-3.4053,17.692,19.883,79.77,12.571,8.8006
3.11,13.109,0.74357,1.0793,0.57508,0.4805,-0.21275,-0.627,-2.8969,-11.587,-1.6806,-0.39572,-0.89668,0.40974,-22.654,-7.6437,2.1645,0,0,0,6.7933,6.7865,6.785,6.7751,-2.6038,17.842,19.954,80.533,17.435,5.5006
3.12,13.079,0.62732,1.0626,0.57222,0.4775,-0.21189,-0.63219,-3.1236,-11.663,-1.6579,-0.40079,-0.90027,0.40461,-22.676,-7.4643,2.3643,0,0,0,6.807,6.7999,6.8002,6.7916,-1.7948,18.041,19.993,81.255,22.336,2.1695
3.13,13.046,0.51032,1.0461,0.56934,0.47444,-0.21103,-0.63735,-3.3504,-11.737,-1.6333,-0.40468,-0.90577,0.40082,-22.69,-7.2827,2.5643,0,0,0,6.8195,6.8122,6.8142,6.8069,-0.97879,18.289,19.998,81.936,27.259,-1.1865
