t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,-5,4.5,1.2,0.061599,0,0,0.9981,0,0,0,0,0,0,0,0,0,0,0,0,2.0088,1.5944,2.968,3.3824,0,0,0,-280.76,124.13,-332.86
0.01,-5,4.5,1.2,0.061599,-0.00064287,-0.00010572,0.9981,-4.3465e-05,1.7752e-06,-3.1073e-05,-0.12893,0.23145,-4.8301e-05,-0.012703,-0.0012919,-0.0069996,0,0,0,1.3356,2.8866,3.6216,2.1028,-2.4057,-0.97492,-0.49429,-199.76,-305.87,210.71
0.02,-5,4.5,1.2,0.061598,-0.0022047,-0.0017968,0.9981,-0.0003206,-0.00012651,-7.1988e-05,-0.64121,0.32797,-0.00070729,-0.045358,-0.03253,0.0059557,0,0,0,0.82174,4.0242,4.0427,1.0713,-3.9851,-5.861,3.7677,-115.7,-658.95,620.32
0.03,-5,4.5,1.2,0.35177,0.0065358,0.0045161,-0.93605,-0.00098915,-0.00086728,0.00029277,-0.74045,1.2674,-0.0032626,-0.089566,-0.12906,0.079922,0,0,0,-0.59466,2.8421,5.2679,2.5208,-4.7134,-13.914,11.504,-29.737,-940.14,907.49
0.04,-5,4.5,1.2,0.45933,0.013329,0.010969,-0.8881,-0.0021218,-0.0030201,0.0018271,-1.0173,2.1728,-0.0093062,-0.13674,-0.31905,0.24371,0,0,0,-1.0735,2.6462,5.4678,3.1667,-4.5773,-24.441,21.548,56.969,-1154.5,1083.8
0.05,-5.0001,4.4999,1.2,0.52716,0.023243,0.021096,-0.84918,-0.003705,-0.0076322,0.0055266,-1.2315,3.1394,-0.02025,-0.17823,-0.62398,0.51505,0,0,0,-1.1152,2.7594,5.1898,3.6633,-3.5754,-36.798,32.848,143.25,-1307.1,1160.7
0.06,-5.0001,4.4998,1.2001,0.57131,0.036019,0.034945,-0.8192,-0.0056386,-0.015934,0.012514,-1.398,4.0173,-0.036921,-0.2054,-1.0591,0.90173,0,0,0,-0.80108,3.1928,4.5857,3.9466,-1.7175,-50.394,44.469,227.95,-1403,1149.8
0.07,-5.0002,4.4996,1.2003,0.60111,0.050991,0.052106,-0.79583,-0.007737,-0.029282,0.023943,-1.529,4.7033,-0.05938,-0.20979,-1.6342,1.4028,0,0,0,-0.24549,3.8378,3.8414,4.066,0.97449,-64.687,55.59,309.9,-1447.3,1062.6
0.08,-5.0003,4.4992,1.2006,0.62165,0.067271,0.071861,-0.77709,-0.0097313,-0.0491,0.040922,-1.6339,5.1506,-0.087017,-0.18324,-2.3536,2.0095,0,0,0,0.4241,4.558,3.1335,4.1148,4.4674,-79.184,65.506,387.94,-1444.9,910.74
0.09,-5.0004,4.4986,1.2011,0.63577,0.083947,0.093383,-0.76159,-0.011272,-0.076834,0.064436,-1.721,5.3653,-0.11886,-0.11792,-3.2171,2.7069,0,0,0,1.0957,5.2455,2.5891,4.1844,8.7163,-93.447,73.627,460.9,-1401.1,705.66
0.1,-5.0005,4.4976,1.2019,0.64518,0.10023,0.11591,-0.74851,-0.011936,-0.11391,0.095294,-1.7983,5.3899,-0.15391,-0.0065762,-4.2204,3.4745,0,0,0,1.695,5.8456,2.2667,4.3373,13.665,-107.08,79.48,527.62,-1320.8,458.92
0.11,-5.0006,4.4963,1.2031,0.65093,0.11552,0.13887,-0.73733,-0.011228,-0.16168,0.13408,-1.8731,5.2824,-0.19143,0.15747,-5.3556,4.2877,0,0,0,2.1895,6.3525,2.1635,4.599,19.244,-119.76,82.705,586.94,-1209,182.07
0.12,-5.0007,4.4944,1.2047,0.65371,0.12943,0.16191,-0.7278,-0.0085913,-0.22142,0.18111,-1.9521,5.0987,-0.23101,0.38014,-6.6114,5.119,0,0,0,2.5783,6.7894,2.2394,4.9665,25.375,-131.18,83.06,637.69,-1070.9,-113.35
0.13,-5.0008,4.4918,1.2067,0.65393,0.14173,0.18486,-0.71981,-0.003413,-0.29427,0.23642,-2.0414,4.8834,-0.2726,0.6665,-7.9741,5.9389,0,0,0,2.8772,7.1884,2.441,5.4205,31.965,-141.11,80.415,678.71,-911.54,-415.81
0.14,-5.0008,4.4884,1.2094,0.65179,0.15227,0.20774,-0.71332,0.0049648,-0.38121,0.29975,-2.1463,4.6663,-0.31637,1.0206,-9.4279,6.7172,0,0,0,3.1071,7.5769,2.7175,5.9358,38.913,-149.35,74.758,708.84,-735.92,-713.75
0.15,-5.0006,4.4841,1.2128,0.64734,0.16094,0.23067,-0.7084,0.017236,-0.48307,0.37053,-2.272,4.464,-0.36264,1.4456,-10.955,7.4243,0,0,0,3.2882,7.9732,3.0281,6.4873,46.102,-155.79,66.193,726.91,-549.12,-995.65
0.16,-5.0004,4.4787,1.2168,0.64046,0.16762,0.25386,-0.70518,0.034118,-0.60049,0.4479,-2.4234,4.2814,-0.41173,1.9431,-12.537,8.0321,0,0,0,3.4388,8.3847,3.3433,7.0518,53.407,-160.32,54.937,731.76,-356.2,-1250
0.17,-4.9999,4.4721,1.2217,0.63084,0.17208,0.27754,-0.70385,0.056341,-0.73393,0.53075,-2.605,4.115,-0.46392,2.5136,-14.155,8.5152,0,0,0,3.5767,8.8097,3.6442,7.6077,60.689,-162.91,41.325,722.23,-162.22,-1465.1
0.18,-4.9992,4.464,1.2275,0.61802,0.17397,0.30198,-0.70469,0.084631,-0.88365,0.61772,-2.8213,3.9532,-0.51927,3.1563,-15.789,8.8522,0,0,0,3.7226,9.238,3.9211,8.1336,67.8,-163.57,25.804,697.15,27.759,-1629.6
0.19,-4.9982,4.4543,1.2341,0.60134,0.17277,0.32741,-0.70805,0.1197,-1.0497,0.70726,-3.0753,3.7777,-0.57755,3.8685,-17.42,9.0268,0,0,0,3.9034,9.6505,4.1726,8.6073,74.577,-162.38,8.9391,655.37,208.68,-1731.9
0.2,-4.9968,4.4429,1.2416,0.57989,0.16772,0.35401,-0.71433,0.16222,-1.232,0.79768,-3.3671,3.563,-0.63806,4.6461,-19.031,9.0288,0,0,0,4.146,10.024,4.4026,9.011,80.849,-159.44,-8.6001,596.41,376.62,-1764.5
0.21,-4.995,4.4296,1.25,0.55254,0.15779,0.38183,-0.72388,0.21282,-1.4302,0.88724,-3.6921,3.2781,-0.69987,5.4833,-20.604,8.8548,0,0,0,4.4564,10.345,4.6117,9.3461,86.453,-154.89,-26.133,521.97,531.13,-1731.9
0.22,-4.9925,4.4143,1.2594,0.51802,0.14172,0.41066,-0.73684,0.27206,-1.6439,0.9742,-4.037,2.8896,-0.76196,6.3725,-22.124,8.5082,0,0,0,4.837,10.599,4.8037,9.621,91.244,-148.87,-43.046,434.18,672.47,-1641.5
0.23,-4.9895,4.3967,1.2695,0.47512,0.11821,0.4399,-0.75284,0.34041,-1.8724,1.0569,-4.3737,2.3671,-0.82322,7.305,-23.577,7.9978,0,0,0,5.2882,10.766,4.9878,9.8482,95.099,-141.49,-58.793,335.15,800.88,-1500.2
0.24,-4.9857,4.3768,1.2805,0.42337,0.08632,0.46839,-0.77066,0.41827,-2.1151,1.1337,-4.6542,1.6962,-0.88246,8.271,-24.949,7.3378,0,0,0,5.8037,10.825,5.1804,10.044,97.917,-132.89,-72.904,227,916.6,-1315.2
0.25,-4.9811,4.3544,1.2922,0.36394,0.046275,0.49443,-0.788,0.50591,-2.3711,1.2032,-4.8152,0.89886,-0.93839,9.2596,-26.231,6.5465,0,0,0,6.3665,10.759,5.4055,10.221,99.616,-123.2,-84.975,111.85,1019.9,-1093.6
0.26,-4.9755,4.3293,1.3045,0.30043,0.00013877,0.51628,-0.802,0.6035,-2.6394,1.2642,-4.801,0.046558,-0.98972,10.259,-27.41,5.6462,0,0,0,6.9506,10.564,5.6911,10.387,100.14,-112.53,-94.678,-8.1741,1111,-842.53
0.27,-4.969,4.3015,1.3174,0.23832,-0.048349,0.53298,-0.81043,0.71109,-2.919,1.3158,-4.5967,-0.75525,-1.0352,11.258,-28.479,4.6617,0,0,0,7.5301,10.259,6.058,10.53,99.443,-101.02,-101.75,-130.96,1190.1,-569.09
0.28,-4.9613,4.2709,1.3308,0.18306,-0.095066,0.54484,-0.81277,0.82862,-3.2086,1.3573,-4.239,-1.4121,-1.0736,12.244,-29.428,3.6205,0,0,0,8.0896,9.8727,6.509,10.634,97.516,-88.77,-106.01,-254.39,1257.5,-280.38
0.29,-4.9524,4.2373,1.3445,0.13813,-0.13692,0.55312,-0.81008,0.95589,-3.5071,1.3881,-3.7915,-1.8767,-1.104,13.205,-30.252,2.5514,0,0,0,8.626,9.4396,7.0269,10.682,94.36,-75.906,-107.33,-376.34,1313.4,16.473
0.3,-4.9421,4.2007,1.3585,0.1046,-0.17234,0.55928,-0.80409,1.0926,-3.8132,1.4083,-3.3116,-2.1493,-1.1256,14.127,-30.944,1.4838,0,0,0,9.1416,8.9861,7.5824,10.669,90.001,-62.539,-105.68,-494.7,1358.2,314.36
0.31,-4.9305,4.1611,1.3727,0.081967,-0.20087,0.5645,-0.79641,1.2383,-4.1255,1.4179,-2.8352,-2.2572,-1.1382,15.001,-31.501,0.4477,0,0,0,9.6374,8.5316,8.1427,10.6,84.485,-48.779,-101.07,-607.34,1391.9,606.17
0.32,-4.9174,4.1182,1.3868,0.069081,-0.2226,0.56958,-0.7882,1.3924,-4.4428,1.4175,-2.3775,-2.236,-1.1415,15.813,-31.919,-0.52792,0,0,0,10.11,8.0903,8.6756,10.486,77.881,-34.736,-93.596,-712.14,1414.9,884.79
0.33,-4.9026,4.0722,1.401,0.064816,-0.23773,0.57496,-0.78019,1.5543,-4.7634,1.4077,-1.9402,-2.1202,-1.1359,16.555,-32.195,-1.4152,0,0,0,10.552,7.6738,9.1511,10.343,70.276,-20.516,-83.437,-806.99,1427.4,1143.1
0.34,-4.8862,4.0229,1.415,0.068361,-0.24636,0.58094,-0.77275,1.7232,-5.0862,1.3895,-1.5178,-1.9408,-1.1221,17.216,-32.329,-2.1885,0,0,0,10.953,7.2936,9.5412,10.184,61.781,-6.2215,-70.826,-889.77,1429.7,1374
0.35,-4.8681,3.9705,1.4287,0.079311,-0.24841,0.58763,-0.76596,1.8983,-5.4096,1.3643,-1.1011,-1.7264,-1.101,17.788,-32.32,-2.8246,0,0,0,11.303,6.9627,9.8195,10.025,52.528,8.0452,-56.072,-958.36,1422,1570.4
0.36,-4.8483,3.9148,1.4422,0.097657,-0.24358,0.59507,-0.75962,2.0787,-5.7321,1.3336,-0.68037,-1.5058,-1.0742,18.264,-32.169,-3.304,0,0,0,11.588,6.6973,9.961,9.8761,42.668,22.186,-39.557,-1010.6,1404.5,1725.1
0.37,-4.8266,3.8558,1.4554,0.12369,-0.23141,0.60309,-0.75328,2.2633,-6.0525,1.2988,-0.24706,-1.3102,-1.0435,18.64,-31.877,-3.6114,0,0,0,11.796,6.5189,9.9428,9.7474,32.376,36.103,-21.732,-1044.5,1377.5,1831.1
0.38,-4.803,3.7937,1.4682,0.15779,-0.21144,0.6113,-0.74613,2.4511,-6.3692,1.2619,0.20243,-1.176,-1.011,18.911,-31.448,-3.7361,0,0,0,11.908,6.4553,9.7461,9.6435,21.847,49.704,-3.1211,-1057.8,1341.2,1881.2
0.39,-4.7775,3.7285,1.4806,0.20005,-0.18354,0.61888,-0.73708,2.6412,-6.681,1.2247,0.66245,-1.1437,-0.97941,19.077,-30.884,-3.6731,0,0,0,11.911,6.5278,9.3684,9.5608,11.292,62.898,15.695,-1049.7,1296.1,1872.4
0.4,-4.7502,3.6601,1.4927,0.24973,-0.14835,0.62458,-0.72494,2.8323,-6.9864,1.1891,1.1148,-1.2518,-0.95112,19.138,-30.191,-3.4234,0,0,0,11.804,6.7341,8.8356,9.4821,0.91781,75.6,34.147,-1022,1243,1809.6
0.41,-4.7209,3.5888,1.5044,0.30483,-0.10782,0.62684,-0.70889,3.0236,-7.2844,1.1569,1.5284,-1.5255,-0.92835,19.096,-29.374,-2.9931,0,0,0,11.582,7.064,8.1876,9.394,-9.0888,87.734,51.727,-976.59,1182.7,1698.8
0.42,-4.6897,3.5145,1.5159,0.36218,-0.06519,0.62431,-0.68907,3.2139,-7.5735,1.1298,1.8672,-1.9646,-0.91294,18.958,-28.439,-2.3933,0,0,0,11.233,7.4955,7.4731,9.2957,-18.562,99.232,67.983,-915.6,1116,1545.9
0.43,-4.6566,3.4373,1.527,0.41822,-0.024353,0.61636,-0.66678,3.4024,-7.8528,1.1095,2.1036,-2.5397,-0.90637,18.727,-27.392,-1.6391,0,0,0,10.753,7.9921,6.7403,9.1992,-27.356,110.04,82.525,-841.07,1043.9,1357
0.44,-4.6216,3.3574,1.5381,0.47023,0.011326,0.60326,-0.64407,3.5882,-8.121,1.0975,2.2303,-3.203,-0.90968,18.413,-26.241,-0.74958,0,0,0,10.15,8.5092,6.0296,9.1221,-35.345,120.1,95.023,-755,967.24,1138.1
0.45,-4.5848,3.2749,1.549,0.51689,0.039821,0.58586,-0.6229,3.7704,-8.3773,1.0949,2.2579,-3.9053,-0.92345,18.024,-24.993,0.2536,0,0,0,9.4476,9.0025,5.3732,9.0772,-42.424,129.37,105.21,-659.46,886.79,894.96
0.46,-4.5463,3.1899,1.56,0.55809,0.060499,0.56511,-0.60459,3.9484,-8.6206,1.1028,2.2057,-4.6052,-0.94771,17.568,-23.656,1.3461,0,0,0,8.6783,9.4341,4.7993,9.0667,-48.509,137.82,112.86,-556.46,803.45,633.72
0.47,-4.5059,3.1026,1.5711,0.59443,0.073669,0.54178,-0.58966,4.1216,-8.8501,1.122,2.0925,-5.2714,-0.98192,17.057,-22.239,2.5019,0,0,0,7.8787,9.7734,4.3352,9.0825,-53.535,145.43,117.84,-448.06,718.07,360.32
0.48,-4.4638,3.013,1.5825,0.62666,0.0801,0.51643,-0.57808,4.2894,-9.0651,1.153,1.9325,-5.8786,-1.0249,16.501,-20.75,3.6937,0,0,0,7.0853,9.997,4.005,9.1097,-57.459,152.18,120.05,-336.28,631.51,80.736
0.49,-4.4201,2.9213,1.5942,0.65544,0.080694,0.48945,-0.56949,4.4515,-9.2649,1.1959,1.7351,-6.4064,-1.075,15.912,-19.198,4.8935,0,0,0,6.3328,10.092,3.8253,9.13,-60.257,158.06,119.45,-223.16,544.63,-199.07
0.5,-4.3748,2.8277,1.6064,0.68125,0.076331,0.46119,-0.56336,4.6076,-9.4489,1.2508,1.5058,-6.8381,-1.1302,15.3,-17.592,6.0735,0,0,0,5.6519,10.056,3.7992,9.1249,-61.925,163.07,116.09,-110.75,458.27,-473.11
0.51,-4.328,2.7324,1.6193,0.70439,0.06781,0.432,-0.55912,4.7575,-9.6166,1.3173,1.2481,-7.1629,-1.1881,14.677,-15.94,7.2063,0,0,0,5.0671,9.9036,3.9128,9.0783,-62.481,167.23,110.03,-1.0716,373.3,-735.42
0.52,-4.2797,2.6355,1.6328,0.72503,0.055828,0.40223,-0.55625,4.9011,-9.7676,1.3947,0.9641,-7.3773,-1.2465,14.054,-14.25,8.2656,0,0,0,4.5939,9.6619,4.1358,8.979,-61.962,170.55,101.44,103.83,290.57,-980.02
0.53,-4.23,2.5371,1.6472,0.74329,0.040982,0.3723,-0.55429,5.0386,-9.9015,1.4822,0.65548,-7.4861,-1.3034,13.441,-12.531,9.2272,0,0,0,4.2381,9.3675,4.4268,8.8217,-60.427,173.05,90.509,201.92,210.94,-1200.9
0.54,-4.1789,2.4375,1.6625,0.75923,0.023761,0.3426,-0.55284,5.17,-10.018,1.5788,0.32351,-7.503,-1.3574,12.848,-10.792,10.069,0,0,0,3.9951,9.0589,4.7404,8.6068,-57.953,174.78,77.517,291.17,135.27,-1392.2
0.55,-4.1266,2.3368,1.6788,0.77295,0.0045477,0.31349,-0.55159,5.2956,-10.117,1.6832,-0.030754,-7.4481,-1.4076,12.285,-9.0383,10.772,0,0,0,3.8532,8.7691,5.0363,8.3395,-54.64,175.77,62.784,369.53,64.397,-1547.8
0.56,-4.0731,2.2352,1.6962,0.78456,-0.016385,0.28527,-0.55029,5.4158,-10.199,1.7938,-0.40631,-7.3454,-1.4535,11.758,-7.2785,11.32,0,0,0,3.797,8.5194,5.2847,8.0276,-50.606,176.09,46.699,434.96,-0.80735,-1661.9
0.57,-4.0183,2.1329,1.7147,0.79418,-0.038869,0.25816,-0.54875,5.5309,-10.263,1.909,-0.80196,-7.2202,-1.495,11.274,-5.5187,11.703,0,0,0,3.8116,8.3166,5.4692,7.6802,-45.99,175.78,29.705,485.5,-59.515,-1728.5
0.58,-3.9624,2.03,1.7344,0.80195,-0.062823,0.23229,-0.54678,5.6415,-10.309,2.0272,-1.2161,-7.095,-1.5321,10.839,-3.7648,11.913,0,0,0,3.8815,8.1533,5.591,7.3069,-40.947,174.92,12.289,520.69,-111.49,-1747
0.59,-3.9055,1.9267,1.7552,0.80802,-0.088238,0.2077,-0.54423,5.7479,-10.338,2.1467,-1.6472,-6.9871,-1.565,10.456,-2.0219,11.949,0,0,0,3.9944,8.0103,5.6663,6.9145,-35.624,173.57,-5.0891,541.64,-157.13,-1721.7
0.6,-3.8475,1.8233,1.7773,0.81249,-0.11515,0.18437,-0.54093,5.8508,-10.35,2.2656,-2.0936,-6.907,-1.5936,10.127,-0.29479,11.813,0,0,0,4.1483,7.8595,5.7187,6.5071,-30.158,171.79,-22.014,549.54,-196.85,-1657.1
0.61,-3.7885,1.7198,1.8006,0.81548,-0.14361,0.16227,-0.53669,5.9506,-10.344,2.3824,-2.552,-6.8582,-1.6174,9.8533,1.4127,11.511,0,0,0,4.3497,7.6662,5.7764,6.0878,-24.673,169.65,-38.116,545.58,-231.06,-1557.9
0.62,-3.7285,1.6165,1.8249,0.81704,-0.17366,0.14134,-0.53133,6.048,-10.322,2.4953,-3.0168,-6.8374,-1.6357,9.6337,3.0972,11.054,0,0,0,4.611,7.3929,5.8681,5.6613,-19.282,167.19,-53.072,530.94,-260.18,-1428.7
0.63,-3.6675,1.5134,1.8504,0.81723,-0.20529,0.12155,-0.52462,6.1435,-10.282,2.603,-3.4789,-6.8343,-1.647,9.4671,4.7556,10.454,0,0,0,4.9464,7.0032,6.0202,5.2368,-14.085,164.46,-66.604,506.82,-284.62,-1273.9
0.64,-3.6056,1.4109,1.877,0.81607,-0.2384,0.10291,-0.51634,6.2375,-10.227,2.704,-3.9253,-6.8323,-1.65,9.351,6.3857,9.7275,0,0,0,5.3672,6.4682,6.2522,4.8299,-9.173,161.51,-78.481,474.4,-304.8,-1098.3
0.65,-3.5428,1.309,1.9045,0.81358,-0.27277,0.085482,-0.50633,6.3307,-10.155,2.7972,-4.3383,-6.8096,-1.6427,9.2824,7.9853,8.8909,0,0,0,5.8762,5.7756,6.5709,4.4625,-4.6212,158.38,-88.515,434.87,-321.14,-906.31
0.66,-3.479,1.2078,1.9329,0.80981,-0.30807,0.069387,-0.49444,6.4233,-10.067,2.8815,-4.6968,-6.7419,-1.6237,9.2572,9.5528,7.9638,0,0,0,6.4629,4.9395,6.9661,4.1622,-0.49539,155.1,-96.568,389.41,-334.05,-702.63
0.67,-3.4143,1.1077,1.9621,0.80483,-0.34382,0.054798,-0.48066,6.5159,-9.9637,2.9562,-4.9779,-6.6062,-1.5919,9.2709,11.087,6.9665,0,0,0,7.1004,4.0068,7.4076,3.9578,3.1512,151.71,-102.54,339.21,-343.96,-491.81
0.68,-3.3487,1.0086,1.992,0.79874,-0.37941,0.041904,-0.46509,6.6089,-9.8453,3.0207,-5.1601,-6.386,-1.5473,9.3185,12.587,5.92,0,0,0,7.747,3.0572,7.8488,3.8742,6.277,148.23,-106.4,285.47,-351.27,-278.44
0.69,-3.2821,0.91081,2.0225,0.79171,-0.41417,0.030872,-0.44799,6.7024,-9.7121,3.0745,-5.2269,-6.075,-1.4912,9.3946,14.051,4.8457,0,0,0,8.3522,2.1906,8.2356,3.9264,8.8526,144.69,-108.12,229.36,-356.4,-67.091
0.7,-3.2147,0.81442,2.0534,0.78398,-0.44745,0.0218,-0.42976,6.7968,-9.5644,3.1176,-5.1702,-5.6796,-1.4259,9.4936,15.48,3.7646,0,0,0,8.8674,1.5064,8.5207,4.1159,10.86,141.11,-107.76,172.07,-359.77,137.64
0.71,-3.1462,0.71957,2.0848,0.77581,-0.47863,0.014679,-0.41087,6.8923,-9.4026,3.1499,-4.9919,-5.2179,-1.3548,9.6099,16.873,2.6971,0,0,0,9.2565,1.0797,8.676,4.4299,12.294,137.5,-105.4,114.8,-361.8,331.18
0.72,-3.0768,0.62641,2.1164,0.76749,-0.50725,0.0093832,-0.39188,6.9891,-9.2271,3.1716,-4.7039,-4.7155,-1.2819,9.7376,18.23,1.6627,0,0,0,9.5037,0.94527,8.6994,4.8432,13.16,133.88,-101.19,58.727,-362.89,508.93
0.73,-3.0064,0.53507,2.1482,0.75932,-0.53297,0.0056779,-0.37328,7.0871,-9.0382,3.1833,-4.326,-4.2005,-1.2108,9.8713,19.551,0.67896,0,0,0,9.6158,1.0939,8.6139,5.3229,13.477,130.24,-95.293,5.0411,-363.47,666.32
0.74,-2.9351,0.44569,2.18,0.75157,-0.55564,0.0032581,-0.35551,7.1865,-8.8362,3.1854,-3.8827,-3.6982,-1.1446,10.005,20.835,-0.23834,0,0,0,9.6176,1.4811,8.4593,5.8326,13.273,126.61,-87.945,-45.071,-363.96,798.75
0.75,-2.8627,0.35839,2.2119,0.74447,-0.57526,0.0017917,-0.33888,7.2872,-8.6216,3.1788,-3.4001,-3.2282,-1.0854,10.135,22.083,-1.076,0,0,0,9.5458,2.0417,8.2827,6.3358,12.591,122.96,-79.417,-90.421,-364.77,901.65
0.76,-2.7893,0.2733,2.2436,0.7382,-0.59192,0.00096129,-0.32358,7.3892,-8.3947,3.1642,-2.9029,-2.8033,-1.0342,10.256,23.294,-1.8238,0,0,0,9.4401,2.7054,8.13,6.7993,11.484,119.31,-70.026,-129.82,-366.31,970.43
0.77,-2.7149,0.19054,2.2751,0.73286,-0.60582,0.00049624,-0.30969,7.4923,-8.1558,3.1426,-2.4135,-2.4298,-0.99091,10.364,24.469,-2.4749,0,0,0,9.3351,3.4101,8.0347,7.1998,10.018,115.63,-60.133,-162.4,-368.89,1002.1
0.78,-2.6395,0.11022,2.3064,0.72851,-0.61721,0.00018898,-0.29719,7.5964,-7.9054,3.115,-1.9493,-2.1089,-0.95484,10.455,25.607,-3.026,0,0,0,9.2494,4.1137,8.0057,7.5366,8.2583,111.93,-50.1,-188.39,-372.45,998.99
0.79,-2.563,0.032468,2.3374,0.72516,-0.62638,-0.00010289,-0.28599,7.7013,-7.6438,3.0824,-1.5228,-1.8384,-0.925,10.528,26.708,-3.4775,0,0,0,9.1931,4.7885,8.0417,7.8148,6.2702,108.18,-40.257,-208.24,-376.83,964.78
0.8,-2.4854,-0.042617,2.3681,0.72276,-0.63361,-0.00046381,-0.27596,7.8069,-7.3714,3.0458,-1.1417,-1.6139,-0.9003,10.58,27.77,-3.8328,0,0,0,9.1707,5.4185,8.1368,8.0407,4.1123,104.39,-30.897,-222.43,-381.87,903.02
0.81,-2.4068,-0.11492,2.3983,0.72124,-0.63918,-0.00093146,-0.26694,7.9128,-7.0885,3.0061,-0.81045,-1.4304,-0.87964,10.61,28.795,-4.0979,0,0,0,9.1821,5.9966,8.2823,8.2214,1.839,100.54,-22.276,-231.4,-387.43,817.32
0.82,-2.3272,-0.18435,2.4282,0.7205,-0.64337,-0.001509,-0.25876,8.019,-6.7956,2.9641,-0.53119,-1.283,-0.86201,10.617,29.781,-4.2815,0,0,0,9.2239,6.5214,8.4681,8.364,-0.49997,96.639,-14.618,-235.63,-393.34,711.26
0.83,-2.2465,-0.2508,2.4576,0.72042,-0.64643,-0.0021764,-0.25123,8.1251,-6.493,2.9207,-0.30417,-1.1667,-0.84655,10.6,30.728,-4.3941,0,0,0,9.2911,6.9956,8.6839,8.4758,-2.8594,92.675,-8.1071,-235.58,-399.47,588.43
0.84,-2.1647,-0.31418,2.4866,0.72089,-0.64859,-0.0029001,-0.24422,8.2309,-6.1812,2.8764,-0.12855,-1.0773,-0.83252,10.559,31.634,-4.448,0,0,0,9.3776,7.4238,8.9196,8.5636,-5.1987,88.65,-2.8934,-231.7,-405.65,452.42
0.85,-2.0818,-0.3744,2.5151,0.72176,-0.65008,-0.0036403,-0.23756,8.3362,-5.8605,2.8319,-0.0026349,-1.011,-0.81937,10.496,32.501,-4.4567,0,0,0,9.4774,7.8111,9.1661,8.6337,-7.4821,84.563,0.90926,-224.46,-411.73,306.82
0.86,-1.9979,-0.43136,2.5432,0.72292,-0.65111,-0.0043574,-0.23114,8.4408,-5.5313,2.7874,0.075806,-0.96454,-0.80669,10.41,33.325,-4.4347,0,0,0,9.5847,8.1626,9.4153,8.6917,-9.6783,80.416,3.223,-214.32,-417.56,155.23
0.87,-1.913,-0.485,2.5709,0.72422,-0.65186,-0.0050153,-0.22485,8.5443,-5.1941,2.7432,0.10942,-0.93482,-0.7942,10.303,34.109,-4.3973,0,0,0,9.6943,8.4829,9.6603,8.7422,-11.761,76.213,4.0058,-201.75,-422.99,1.2264
0.88,-1.8271,-0.53522,2.5981,0.72553,-0.65252,-0.0055842,-0.2186,8.6467,-4.8493,2.6995,0.10118,-0.91914,-0.78175,10.175,34.85,-4.3598,0,0,0,9.8019,8.7755,9.8952,8.7891,-13.707,71.958,3.2515,-187.21,-427.86,-151.59
0.89,-1.7401,-0.58196,2.6249,0.72675,-0.65324,-0.0060425,-0.21232,8.7478,-4.4972,2.656,0.054295,-0.91496,-0.76925,10.029,35.548,-4.3373,0,0,0,9.9039,9.0434,10.115,8.8354,-15.5,67.658,0.9899,-171.15,-432.03,-299.63
0.9,-1.6521,-0.62514,2.6512,0.72774,-0.65417,-0.0063771,-0.20596,8.8473,-4.1385,2.6126,-0.02777,-0.91992,-0.75672,9.8659,36.203,-4.3448,0,0,0,9.9978,9.2886,10.317,8.8835,-17.126,63.32,-2.7133,-154.05,-435.33,-439.31
0.91,-1.5632,-0.66471,2.6771,0.72839,-0.65544,-0.0065841,-0.19951,8.945,-3.7733,2.569,-0.1413,-0.93179,-0.74422,9.6873,36.814,-4.3961,0,0,0,10.081,9.5124,10.497,8.9352,-18.579,58.954,-7.7564,-136.35,-437.62,-567.03
0.92,-1.4732,-0.70059,2.7026,0.72861,-0.65715,-0.006668,-0.19296,9.041,-3.4023,2.5245,-0.2823,-0.94849,-0.73183,9.495,37.382,-4.5039,0,0,0,10.154,9.7156,10.654,8.9924,-19.853,54.572,-14.002,-118.54,-438.74,-679.2
0.93,-1.3823,-0.73274,2.7276,0.7283,-0.65942,-0.0066416,-0.1863,9.1349,-3.0259,2.4787,-0.44641,-0.96809,-0.71971,9.2908,37.905,-4.6795,0,0,0,10.214,9.8986,10.784,9.0567,-20.95,50.184,-21.277,-101.06,-438.54,-772.24
0.94,-1.2905,-0.76109,2.7521,0.72738,-0.66229,-0.0065255,-0.17958,9.2268,-2.6444,2.4307,-0.62884,-0.98882,-0.708,9.0765,38.385,-4.9322,0,0,0,10.263,10.062,10.885,9.1303,-21.877,45.806,-29.371,-84.375,-436.87,-842.54
0.95,-1.1978,-0.78561,2.7762,0.72577,-0.66584,-0.006347,-0.17282,9.3164,-2.2583,2.3797,-0.82423,-1.0091,-0.69689,8.8538,38.822,-5.2689,0,0,0,10.3,10.205,10.956,9.2159,-22.642,41.452,-38.04,-68.955,-433.57,-886.53
0.96,-1.1042,-0.80624,2.7997,0.72344,-0.67009,-0.0061391,-0.16606,9.4038,-1.8681,2.325,-1.0265,-1.0275,-0.6866,8.6242,39.214,-5.694,0,0,0,10.327,10.328,10.995,9.3171,-23.262,37.14,-47.002,-55.259,-428.5,-900.61
