t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
3.01,3.5668,-7.0505,2.6555,0.066831,0.034943,-0.71619,-0.69382,-18.465,-5.2213,0.97136,-0.75063,-2.5202,2.6262,-5.4271,37.223,-10.872,0,0,0,9.1971,9.8358,11.342,7.8217,105.37,-56.787,25.765,-148.3,-674.96,1243.6
3.02,3.3819,-7.1008,2.6646,0.056564,0.027244,-0.7137,-0.69763,-18.514,-4.852,0.86413,-1.097,-2.5473,2.6448,-4.3809,36.622,-10.553,0,0,0,9.1307,9.5252,11.33,7.4581,103.87,-63.344,37.947,-149.58,-635.76,1187.4
3.03,3.1966,-7.1475,2.6728,0.046398,0.019128,-0.70986,-0.70255,-18.553,-4.4891,0.7607,-1.4516,-2.5896,2.6669,-3.3496,35.958,-10.115,0,0,0,9.0743,9.1871,11.304,7.091,102.38,-69.49,49.412,-148.16,-592.84,1100.7
3.04,3.0109,-7.1906,2.6799,0.03629,0.010535,-0.70463,-0.70857,-18.582,-4.1331,0.6622,-1.8082,-2.6472,2.6927,-2.3332,35.234,-9.5678,0,0,0,9.018,8.8341,11.254,6.736,100.92,-75.19,59.874,-144.47,-546.7,987.7
3.05,2.825,-7.2302,2.686,0.026203,0.0014067,-0.69798,-0.71564,-18.6,-3.7846,0.56967,-2.1604,-2.7194,2.7218,-1.3311,34.456,-8.9218,0,0,0,8.9527,8.4792,11.167,6.4107,99.5,-80.415,69.092,-138.96,-497.88,852.47
3.06,2.6389,-7.2663,2.6913,0.016104,-0.0083136,-0.68988,-0.7237,-18.608,-3.4441,0.48404,-2.5008,-2.805,2.7536,-0.34296,33.627,-8.1908,0,0,0,8.87,8.1354,11.035,6.1327,98.144,-85.14,76.863,-132.04,-446.9,699.16
3.07,2.4529,-7.2991,2.6957,0.0059715,-0.018676,-0.68034,-0.73263,-18.607,-3.1122,0.40609,-2.8216,-2.902,2.7874,0.63201,32.755,-7.3899,0,0,0,8.7631,7.8144,10.846,5.9186,96.862,-89.348,83.028,-124.16,-394.28,531.87
3.08,2.2668,-7.3286,2.6994,0.0042042,0.029722,0.6694,0.7423,-18.596,-2.7892,0.33642,-3.1142,-3.008,2.822,1.5946,31.842,-6.536,0,0,0,8.6278,7.5262,10.594,5.7819,95.662,-93.022,87.468,-115.76,-340.55,354.73
3.09,2.081,-7.3549,2.7025,0.01442,0.041482,0.6571,0.75252,-18.575,-2.4754,0.27549,-3.3697,-3.1202,2.8561,2.5455,30.896,-5.6466,0,0,0,8.4632,7.278,10.276,5.7308,94.548,-96.157,90.104,-107.26,-286.22,171.86
3.1,1.8954,-7.3781,2.705,0.02466,0.053973,0.64355,0.7631,-18.545,-2.1713,0.22355,-3.5792,-3.2354,2.8885,3.4858,29.921,-4.7401,0,0,0,8.2715,7.0739,9.8925,5.7667,93.516,-98.747,90.899,-99.092,-231.83,-12.63
3.11,1.7101,-7.3984,2.707,0.0349,0.067195,0.62888,0.77381,-18.505,-1.8771,0.18068,-3.7347,-3.351,2.918,4.4161,28.923,-3.8347,0,0,0,8.0584,6.9149,9.4526,5.8832,92.563,-100.79,89.859,-91.701,-177.89,-194.61
3.12,1.5253,-7.4157,2.7086,0.045108,0.081131,0.61327,0.7844,-18.456,-1.5929,0.14679,-3.8297,-3.4643,2.9433,5.3373,27.907,-2.9488,0,0,0,7.8322,6.799,8.9694,6.0664,91.678,-102.31,87.029,-85.517,-124.92,-369.97
3.13,1.341,-7.4303,2.7099,0.055254,0.095748,0.59694,0.79463,-18.398,-1.319,0.12158,-3.8599,-3.5738,2.9638,6.2499,26.878,-2.0998,0,0,0,7.6024,6.7218,8.4607,6.2962,90.847,-103.3,82.496,-80.974,-73.46,-534.58
3.14,1.1574,-7.4421,2.7111,0.06531,0.111,0.58013,0.80428,-18.331,-1.0554,0.10461,-3.8239,-3.6787,2.9788,7.1543,25.843,-1.3042,0,0,0,7.3779,6.6783,7.9463,6.5497,90.052,-103.78,76.387,-78.505,-24.021,-684.33
3.15,0.97442,-7.4514,2.7121,0.075262,0.12684,0.56311,0.81312,-18.255,-0.80216,0.095269,-3.7234,-3.7792,2.9883,8.0509,24.804,-0.57679,0,0,0,7.1647,6.6636,7.4458,6.8043,89.269,-103.79,68.872,-78.545,22.871,-815.1
3.16,0.79229,-7.4582,2.713,0.085109,0.14321,0.54613,0.82097,-18.17,-0.5593,0.092804,-3.5633,-3.8761,2.9923,8.9397,23.768,0.069278,0,0,0,6.9644,6.6742,6.9755,7.0414,88.471,-103.34,60.162,-81.527,66.693,-922.77
3.17,0.61104,-7.4626,2.7139,0.094866,0.16005,0.52947,0.82767,-18.077,-0.32677,0.096348,-3.3511,-3.9706,2.991,9.8202,22.739,0.6233,0,0,0,6.7728,6.7097,6.5464,7.2496,87.627,-102.47,50.508,-87.885,106.92,-1003.2
3.18,0.43078,-7.4648,2.7149,0.10456,0.17732,0.51336,0.83312,-17.974,-0.10448,0.10494,-3.0971,-4.0632,2.9849,10.692,21.72,1.0773,0,0,0,6.5807,6.7714,6.1638,7.4256,86.701,-101.21,40.2,-97.923,143.11,-1053.1
3.19,0.25159,-7.4648,2.7161,0.11423,0.19496,0.49799,0.83723,-17.863,0.10769,0.11754,-2.8122,-4.1541,2.9741,11.554,20.716,1.4261,0,0,0,6.3838,6.8564,5.8274,7.5713,85.658,-99.616,29.544,-111.15,175.27,-1073.5
3.2,0.073554,-7.4627,2.7173,0.12393,0.21293,0.48353,0.83994,-17.743,0.3099,0.1331,-2.5065,-4.2425,2.959,12.405,19.729,1.6679,0,0,0,6.1782,6.9618,5.5329,7.6931,84.47,-97.719,18.818,-126.8,203.57,-1067.4
3.21,-0.10324,-7.4586,2.7187,0.13369,0.23116,0.47009,0.84125,-17.615,0.50234,0.15054,-2.1891,-4.327,2.9397,13.243,18.762,1.8031,0,0,0,5.9575,7.0872,5.2729,7.8013,83.116,-95.557,8.2742,-144.08,228.21,-1037.6
3.22,-0.27871,-7.4527,2.7203,0.14358,0.2496,0.45777,0.84115,-17.478,0.68522,0.16882,-1.8676,-4.4052,2.9162,14.066,17.819,1.8347,0,0,0,5.7147,7.2341,5.0387,7.9076,81.585,-93.166,-1.8652,-162.21,249.35,-987.01
3.23,-0.45278,-7.4449,2.7221,0.15364,0.26817,0.44662,0.83965,-17.334,0.85879,0.18691,-1.5485,-4.4739,2.8883,14.874,16.9,1.7678,0,0,0,5.4434,7.4044,4.8222,8.0237,79.872,-90.581,-11.406,-180.41,267.19,-918.43
3.24,-0.62536,-7.4355,2.724,0.16391,0.28678,0.43668,0.83678,-17.181,1.0233,0.20387,-1.2375,-4.5292,2.8557,15.663,16.008,1.6092,0,0,0,5.1391,7.5999,4.6164,8.1593,77.98,-87.833,-20.183,-197.9,281.9,-834.76
3.25,-0.79637,-7.4245,2.7262,0.17445,0.30532,0.42798,0.83258,-17.02,1.179,0.21882,-0.93907,-4.5668,2.818,16.433,15.144,1.3671,0,0,0,4.8004,7.8211,4.4165,8.3211,75.919,-84.953,-28.061,-213.91,293.65,-738.85
3.26,-0.96574,-7.412,2.7284,0.18528,0.32366,0.42051,0.82709,-16.852,1.3263,0.23097,-0.65734,-4.5823,2.7746,17.181,14.309,1.0513,0,0,0,4.4294,8.0669,4.2206,8.5121,73.709,-81.969,-34.929,-227.64,302.64,-633.58
3.27,-1.1334,-7.398,2.7308,0.19643,0.34166,0.41427,0.8204,-16.677,1.4653,0.23963,-0.39576,-4.5716,2.7251,17.907,13.504,0.67218,0,0,0,4.0328,8.3338,4.029,8.7309,71.376,-78.909,-40.711,-238.32,309.04,-521.81
3.28,-1.2993,-7.3827,2.7332,0.20792,0.35915,0.40925,0.81258,-16.494,1.5965,0.24424,-0.15739,-4.5314,2.6692,18.608,12.731,0.2409,0,0,0,3.621,8.6162,3.845,8.972,68.955,-75.796,-45.354,-245.17,313.04,-406.41
3.29,-1.4633,-7.3661,2.7356,0.21975,0.37598,0.40542,0.80373,-16.305,1.72,0.24431,0.055169,-4.4593,2.6067,19.286,11.989,-0.23102,0,0,0,3.2081,8.9063,3.6734,9.2264,66.488,-72.655,-48.836,-247.41,314.8,-290.24
3.3,-1.6253,-7.3483,2.7381,0.23192,0.39197,0.40275,0.79396,-16.109,1.8363,0.23952,0.23976,-4.3547,2.5376,19.938,11.278,-0.73197,0,0,0,2.811,9.1945,3.5204,9.4823,64.025,-69.507,-51.165,-244.26,314.52,-176.16
3.31,-1.7854,-7.3294,2.7404,0.24441,0.40697,0.40119,0.78338,-15.906,1.9457,0.22962,0.39484,-4.2185,2.4624,20.566,10.598,-1.2506,0,0,0,2.4474,9.4706,3.3926,9.7272,61.624,-66.371,-52.376,-234.93,312.37,-67.038
3.32,-1.9434,-7.3094,2.7426,0.25718,0.42084,0.40069,0.77214,-15.697,2.0484,0.21448,0.51959,-4.0534,2.3817,21.171,9.9502,-1.776,0,0,0,2.1348,9.7244,3.296,9.9484,59.35,-63.265,-52.532,-218.65,308.54,34.256
3.33,-2.0993,-7.2884,2.7447,0.2702,0.43347,0.40116,0.76037,-15.483,2.1448,0.19411,0.61417,-3.8637,2.2962,21.754,9.3329,-2.298,0,0,0,1.8888,9.9467,3.235,10.136,57.276,-60.205,-51.726,-194.64,303.2,124.86
3.34,-2.2531,-7.2665,2.7465,0.28341,0.44478,0.40253,0.74821,-15.262,2.2352,0.16857,0.67988,-3.655,2.2071,22.317,8.7459,-2.8077,0,0,0,1.7218,10.13,3.2122,10.282,55.485,-57.206,-50.08,-162.11,296.53,201.91
3.35,-2.4046,-7.2437,2.748,0.29675,0.45473,0.4047,0.73579,-15.036,2.3198,0.13802,0.71935,-3.434,2.1156,22.865,8.1885,-3.2973,0,0,0,1.6396,10.27,3.227,10.384,54.064,-54.279,-47.741,-120.69,288.71,263.18
3.36,-2.5538,-7.2201,2.7492,0.31015,0.46331,0.40757,0.72321,-14.805,2.399,0.10271,0.73599,-3.2071,2.0228,23.4,7.66,-3.7607,0,0,0,1.6338,10.375,3.274,10.451,53.096,-51.435,-44.867,-71.838,279.82,309.29
3.37,-2.7006,-7.1958,2.7501,0.32356,0.47054,0.41104,0.7106,-14.568,2.4731,0.062909,0.73333,-2.9799,1.9297,23.928,7.1595,-4.1934,0,0,0,1.6927,10.451,3.3472,10.493,52.646,-48.686,-41.601,-17.513,269.93,341.67
3.38,-2.8451,-7.1707,2.7505,0.33691,0.47648,0.41501,0.69802,-14.326,2.5423,0.018953,0.7149,-2.7573,1.837,24.455,6.686,-4.5919,0,0,0,1.8053,10.507,3.4413,10.518,52.758,-46.04,-38.075,40.324,259.13,361.74
3.39,-2.9871,-7.145,2.7504,0.35015,0.48118,0.41939,0.68555,-14.079,2.6069,-0.028809,0.68422,-2.5427,1.7453,24.986,6.2384,-4.9544,0,0,0,1.9621,10.549,3.5527,10.535,53.457,-43.506,-34.403,99.711,247.49,370.92
3.4,-3.1267,-7.1186,2.7499,0.36323,0.48473,0.42409,0.67324,-13.827,2.6672,-0.080011,0.64473,-2.3389,1.655,25.526,5.8155,-5.2798,0,0,0,2.1554,10.582,3.679,10.551,54.75,-41.092,-30.688,158.69,235.09,370.63
3.41,-3.2637,-7.0916,2.7488,0.37612,0.48721,0.42902,0.66114,-13.569,2.7233,-0.13428,0.59967,-2.1476,1.5665,26.083,5.4161,-5.5683,0,0,0,2.3794,10.611,3.8197,10.569,56.623,-38.806,-27.017,215.29,221.99,362.29
3.42,-3.398,-7.0641,2.7472,0.38877,0.48872,0.43414,0.64925,-13.305,2.7756,-0.19126,0.55202,-1.9698,1.4799,26.66,5.0389,-5.8205,0,0,0,2.6301,10.637,3.9756,10.592,59.042,-36.655,-23.464,267.56,208.27,347.33
3.43,-3.5297,-7.0361,2.745,0.40118,0.48932,0.4394,0.63761,-13.035,2.8242,-0.25058,0.50437,-1.8057,1.3955,27.265,4.6825,-6.0381,0,0,0,2.9051,10.663,4.1487,10.622,61.953,-34.643,-20.088,313.53,194.01,327.16
3.44,-3.6587,-7.0077,2.7422,0.41334,0.48911,0.44477,0.62618,-12.76,2.8693,-0.31191,0.45883,-1.6552,1.3135,27.901,4.3456,-6.223,0,0,0,3.203,10.689,4.3418,10.657,65.285,-32.776,-16.933,351.25,179.29,303.21
3.45,-3.7849,-6.9788,2.7388,0.42525,0.48815,0.45023,0.61495,-12.477,2.9111,-0.37494,0.41694,-1.5177,1.2342,28.572,4.0265,-6.3776,0,0,0,3.5231,10.716,4.5579,10.696,68.944,-31.058,-14.031,378.75,164.17,276.9
3.46,-3.9082,-6.9494,2.7347,0.43692,0.48649,0.45578,0.6039,-12.188,2.9499,-0.43937,0.37963,-1.3922,1.1577,29.281,3.7239,-6.5046,0,0,0,3.8649,10.744,4.7998,10.737,72.819,-29.493,-11.398,394.07,148.74,249.65
3.47,-4.0287,-6.9198,2.73,0.44835,0.48419,0.46143,0.59298,-11.892,2.9857,-0.50494,0.34719,-1.278,1.0844,30.028,3.4361,-6.6065,0,0,0,4.228,10.774,5.0696,10.778,76.778,-28.084,-9.0367,395.24,133.06,222.88
3.48,-4.1461,-6.8897,2.7246,0.45957,0.48129,0.46717,0.58216,-11.587,3.0186,-0.57143,0.31934,-1.174,1.0145,30.816,3.1617,-6.6862,0,0,0,4.6114,10.804,5.3687,10.817,80.67,-26.833,-6.9344,380.31,117.22,198.02
3.49,-4.2604,-6.8594,2.7185,0.47058,0.47784,0.473,0.5714,-11.275,3.0489,-0.6386,0.29521,-1.0795,0.9483,31.641,2.8989,-6.746,0,0,0,5.0137,10.836,5.6972,10.852,84.325,-25.74,-5.0652,347.32,101.29,176.48
3.5,-4.3715,-6.8288,2.7118,0.48137,0.47388,0.47891,0.56069,-10.954,3.0766,-0.70629,0.27348,-0.99378,0.88616,32.501,2.6463,-6.7881,0,0,0,5.4329,10.87,6.0541,10.882,87.55,-24.807,-3.3889,294.3,85.336,159.69
3.51,-4.4794,-6.7979,2.7044,0.49194,0.46945,0.48487,0.55001,-10.625,3.1019,-0.77431,0.25243,-0.91637,0.82833,33.39,2.4023,-6.8142,0,0,0,5.8665,10.906,6.4373,10.904,90.137,-24.033,-1.8508,219.3,69.441,149.07
3.52,-4.584,-6.7667,2.6963,0.50227,0.46462,0.49084,0.53938,-10.287,3.1247,-0.84252,0.23008,-0.84711,0.77506,34.301,2.1651,-6.8254,0,0,0,6.3119,10.944,6.8438,10.916,91.858,-23.418,-0.38269,120.95,53.708,145.77
3.53,-4.6851,-6.7354,2.6876,0.51234,0.45944,0.49675,0.52883,-9.9389,3.1452,-0.91077,0.20461,-0.78615,0.72661,35.224,1.9334,-6.8219,0,0,0,6.7671,10.98,7.2682,10.918,92.489,-22.958,1.0866,2.303,38.441,149.03
3.54,-4.7827,-6.7038,2.6781,0.52212,0.45398,0.50254,0.5184,-9.5821,3.1634,-0.97891,0.17487,-0.73379,0.68316,36.146,1.7055,-6.8034,0,0,0,7.2281,11.014,7.7029,10.911,91.853,-22.646,2.6145,-131.66,24.037,157.23
3.55,-4.8767,-6.6721,2.668,0.53159,0.44832,0.50813,0.50816,-9.216,3.1793,-1.0468,0.1404,-0.69038,0.64483,37.056,1.48,-6.7692,0,0,0,7.6883,11.044,8.1388,10.897,89.821,-22.473,4.2423,-275.95,10.892,168.75
3.56,-4.967,-6.6403,2.6572,0.54074,0.44252,0.51345,0.49814,-8.841,3.193,-1.1142,0.10121,-0.65614,0.61163,37.938,1.2556,-6.7182,0,0,0,8.1399,11.071,8.5665,10.878,86.316,-22.423,5.995,-425.58,-0.59782,181.96
3.57,-5.0535,-6.6083,2.6457,0.54957,0.43664,0.51844,0.48841,-8.4574,3.2044,-1.1811,0.057713,-0.63114,0.58346,38.777,1.0312,-6.6489,0,0,0,8.5744,11.094,8.9771,10.858,81.308,-22.478,7.8817,-575.54,-10.035,195.24
3.58,-5.1362,-6.5762,2.6336,0.55809,0.43073,0.52306,0.47898,-8.0657,3.2136,-1.2471,0.010577,-0.61524,0.56008,39.559,0.80581,-6.5601,0,0,0,8.9835,11.114,9.3618,10.837,74.82,-22.615,9.8948,-720.86,-17.025,206.98
3.59,-5.2148,-6.544,2.6208,0.56632,0.42483,0.52725,0.46989,-7.6665,3.2205,-1.3122,-0.03935,-0.60807,0.54116,40.269,0.57872,-6.4507,0,0,0,9.3591,11.13,9.7126,10.817,66.923,-22.809,12.011,-856.54,-21.17,215.55
3.6,-5.2895,-6.5118,2.6073,0.5743,0.41898,0.53102,0.46115,-7.2606,3.2252,-1.3761,-0.091083,-0.60902,0.52628,40.893,0.34955,-6.3197,0,0,0,9.6934,11.143,10.022,10.8,57.738,-23.028,14.19,-977.59,-22.074,219.33
3.61,-5.36,-6.4795,2.5932,0.58206,0.41318,0.53433,0.45274,-6.8489,3.2275,-1.4385,-0.14351,-0.61727,0.5149,41.42,0.11819,-6.1668,0,0,0,9.9787,11.154,10.282,10.789,47.437,-23.238,16.376,-1079,-19.34,216.7
3.62,-5.4264,-6.4472,2.5786,0.58964,0.40744,0.53721,0.44466,-6.4325,3.2275,-1.4994,-0.19537,-0.6317,0.50637,41.839,-0.11506,-5.9924,0,0,0,10.207,11.164,10.485,10.787,36.24,-23.401,18.497,-1155.8,-12.574,206.03
3.63,-5.4887,-6.415,2.5633,0.59708,0.40176,0.53966,0.43686,-6.0125,3.2252,-1.5583,-0.24522,-0.6509,0.4999,42.143,-0.34953,-5.7974,0,0,0,10.371,11.175,10.624,10.799,24.418,-23.475,20.465,-1203.5,-1.458,185.95
3.64,-5.5467,-6.3827,2.5474,0.60443,0.39612,0.54172,0.4293,-5.5901,3.2206,-1.6152,-0.29162,-0.67325,0.49464,42.326,-0.58412,-5.5839,0,0,0,10.469,11.187,10.7,10.823,12.27,-23.417,22.188,-1221.4,13.555,157.32
3.65,-5.6004,-6.3506,2.531,0.61171,0.3905,0.54341,0.42193,-5.1664,3.2135,-1.6699,-0.33352,-0.69721,0.48982,42.388,-0.81733,-5.3547,0,0,0,10.504,11.195,10.715,10.853,0.082658,-23.194,23.59,-1211.5,31.593,122.21
3.66,-5.65,-6.3185,2.514,0.61895,0.38487,0.54479,0.4147,-4.7427,3.2042,-1.7223,-0.37024,-0.72136,0.48472,42.329,-1.0474,-5.1134,0,0,0,10.48,11.199,10.674,10.887,-11.872,-22.778,24.617,-1175.3,51.781,82.743
3.67,-5.6953,-6.2865,2.4965,0.62618,0.37922,0.54588,0.40756,-4.3202,3.1926,-1.7722,-0.40138,-0.74442,0.47872,42.152,-1.2722,-4.8637,0,0,0,10.399,11.197,10.58,10.92,-23.342,-22.154,25.237,-1114.7,73.242,41.012
3.68,-5.7364,-6.2546,2.4786,0.63339,0.37353,0.54674,0.40046,-3.9001,3.1788,-1.8196,-0.42678,-0.76519,0.47122,41.864,-1.4897,-4.61,0,0,0,10.264,11.19,10.437,10.953,-34.091,-21.312,25.437,-1031.4,95.099,-0.87741
3.69,-5.7733,-6.2229,2.4601,0.6406,0.36778,0.5474,0.39336,-3.4833,3.1628,-1.8644,-0.44647,-0.78255,0.46169,41.473,-1.6977,-4.3564,0,0,0,10.081,11.177,10.249,10.985,-43.901,-20.254,25.226,-927.25,116.48,-40.823
3.7,-5.8061,-6.1914,2.4413,0.64778,0.36197,0.54789,0.38623,-3.0709,3.1449,-1.9067,-0.46069,-0.79546,0.44963,40.99,-1.8941,-4.1068,0,0,0,9.8516,11.16,10.021,11.016,-52.572,-18.987,24.634,-803.89,136.5,-76.722
3.71,-5.8348,-6.16,2.422,0.65492,0.35608,0.54826,0.37907,-2.6638,3.125,-1.9465,-0.46987,-0.80302,0.43461,40.426,-2.0768,-3.8648,0,0,0,9.583,11.141,9.7584,11.045,-59.921,-17.531,23.712,-663.12,154.29,-106.47
3.72,-5.8594,-6.1289,2.4024,0.66201,0.35013,0.54853,0.37185,-2.2626,3.1034,-1.984,-0.47467,-0.80445,0.41626,39.797,-2.2442,-3.6334,0,0,0,9.2815,11.119,9.4674,11.072,-65.782,-15.912,22.532,-506.69,168.97,-127.97
3.73,-5.88,-6.098,2.3823,0.669,0.34411,0.54872,0.36459,-1.868,3.0802,-2.0193,-0.47601,-0.79926,0.39428,39.116,-2.3946,-3.4147,0,0,0,8.9556,11.096,9.1568,11.095,-70.008,-14.165,21.187,-336.36,179.67,-139.11
3.74,-5.8968,-6.0673,2.362,0.67588,0.33803,0.54887,0.35729,-1.4804,3.0556,-2.0524,-0.47504,-0.78725,0.36853,38.402,-2.5272,-3.2098,0,0,0,8.6159,11.07,8.8364,11.11,-72.469,-12.334,19.791,-154.04,185.59,-138.02
3.75,-5.9097,-6.0369,2.3413,0.68261,0.3319,0.54899,0.34999,-1.1,3.0297,-2.0835,-0.47301,-0.76852,0.33896,37.673,-2.6412,-3.0187,0,0,0,8.2678,11.046,8.511,11.121,-73.062,-10.468,18.464,36.286,186.94,-125.66
3.76,-5.9188,-6.0067,2.3203,0.68917,0.32572,0.5491,0.3427,-0.72691,3.0028,-2.1128,-0.4708,-0.74293,0.30547,36.947,-2.7366,-2.84,0,0,0,7.9144,11.028,8.1833,11.138,-71.735,-8.6078,17.306,229.22,184.62,-104.94
3.77,-5.9242,-5.9768,2.2991,0.69553,0.31949,0.54921,0.33546,-0.36098,2.975,-2.1403,-0.46888,-0.71015,0.26797,36.245,-2.8135,-2.6717,0,0,0,7.5624,11.017,7.8588,11.165,-68.487,-6.7851,16.384,419.36,179.54,-78.782
3.78,-5.926,-5.9472,2.2775,0.70166,0.31321,0.54936,0.3283,-0.0018787,2.9466,-2.1662,-0.46731,-0.66967,0.22641,35.584,-2.8725,-2.5114,0,0,0,7.2217,11.014,7.5466,11.202,-63.375,-5.0232,15.738,601.28,172.61,-50.138
3.79,-5.9243,-5.9179,2.2557,0.70754,0.30689,0.54955,0.32124,0.3509,2.9176,-2.1906,-0.46582,-0.62094,0.18093,34.983,-2.9142,-2.356,0,0,0,6.9049,11.014,7.2577,11.248,-56.507,-3.336,15.38,769.56,164.75,-21.942
3.8,-5.919,-5.8888,2.2337,0.71315,0.30053,0.54983,0.3143,0.69804,2.8884,-2.2134,-0.46379,-0.56341,0.13182,34.459,-2.9395,-2.2029,0,0,0,6.6265,11.012,7.0051,11.298,-48.047,-1.7283,15.288,918.8,156.87,2.8681
3.81,-5.9103,-5.8601,2.2115,0.71845,0.29411,0.55024,0.30752,1.0404,2.8589,-2.2346,-0.46037,-0.4967,0.079651,34.027,-2.949,-2.0495,0,0,0,6.4012,11.001,6.8019,11.345,-38.213,-0.19561,15.416,1043.6,149.88,21.354
3.82,-5.8982,-5.8317,2.189,0.72343,0.28765,0.55079,0.30089,1.3789,2.8294,-2.2544,-0.45456,-0.42061,0.02518,33.699,-2.9436,-1.8941,0,0,0,6.2418,10.976,6.6595,11.383,-27.276,1.2754,15.684,1138.4,144.69,30.577
3.83,-5.8828,-5.8035,2.1664,0.72804,0.28116,0.55155,0.29445,1.7147,2.8001,-2.2725,-0.44531,-0.3352,-0.030637,33.484,-2.9236,-1.7357,0,0,0,6.1566,10.935,6.5854,11.408,-15.562,2.7073,15.987,1198,142.22,27.599
3.84,-5.8639,-5.7757,2.1436,0.73226,0.27464,0.55254,0.2882,2.049,2.771,-2.2891,-0.43166,-0.24075,-0.08677,33.389,-2.8895,-1.5747,0,0,0,6.1477,10.878,6.5817,11.42,-3.4508,4.1318,16.186,1216.9,143.37,9.4815
3.85,-5.8418,-5.7481,2.1206,0.73607,0.26811,0.55382,0.28214,2.3829,2.7423,-2.304,-0.41287,-0.13768,-0.14225,33.415,-2.8409,-1.4129,0,0,0,6.2091,10.812,6.6437,11.423,8.6233,5.5897,16.117,1190.1,148.97,-26.415
3.86,-5.8163,-5.7208,2.0975,0.73942,0.26159,0.55542,0.27629,2.7177,2.7142,-2.3173,-0.38866,-0.026651,-0.19625,33.559,-2.7774,-1.2539,0,0,0,6.3337,10.746,6.7652,11.419,20.202,7.1249,15.604,1118.6,158.64,-78.431
3.87,-5.7874,-5.6938,2.0743,0.7423,0.25511,0.55736,0.27065,3.0545,2.6868,-2.3291,-0.3596,0.090879,-0.24808,33.816,-2.698,-1.1028,0,0,0,6.5134,10.687,6.9387,11.409,30.867,8.7718,14.51,1008.4,171.08,-141.69
3.88,-5.7552,-5.6671,2.0509,0.74468,0.2487,0.55969,0.26523,3.3943,2.6603,-2.3394,-0.32699,0.2128,-0.2972,34.172,-2.6015,-0.96588,0,0,0,6.7357,10.642,7.1526,11.394,40.259,10.551,12.749,865.07,184.94,-211.22
3.89,-5.7195,-5.6406,2.0275,0.74654,0.24236,0.56242,0.26003,3.7382,2.6349,-2.3485,-0.29262,0.33659,-0.34331,34.616,-2.4865,-0.85013,0,0,0,6.9868,10.62,7.3935,11.379,48.077,12.471,10.282,694.56,198.93,-282.07
3.9,-5.6804,-5.6144,2.004,0.74789,0.23613,0.56555,0.25506,4.0869,2.6107,-2.3565,-0.25849,0.45957,-0.38631,35.128,-2.3516,-0.76256,0,0,0,7.2535,10.624,7.6487,11.369,54.079,14.526,7.1198,502.67,211.7,-349.28
3.91,-5.6378,-5.5884,1.9804,0.74874,0.22999,0.56906,0.25032,4.4409,2.5879,-2.3639,-0.22662,0.579,-0.42629,35.69,-2.1956,-0.70985,0,0,0,7.5244,10.656,7.9069,11.363,58.079,16.697,3.3247,295.24,221.93,-407.89
3.92,-5.5916,-5.5626,1.9567,0.7491,0.22395,0.57295,0.2458,4.8008,2.5668,-2.3709,-0.199,0.69219,-0.46344,36.282,-2.0174,-0.69781,0,0,0,7.7918,10.713,8.1595,11.361,59.951,18.952,-0.99284,78.091,228.31,-452.94
3.93,-5.5417,-5.537,1.9329,0.74901,0.21798,0.57719,0.24149,5.1666,2.5476,-2.378,-0.17747,0.79637,-0.49796,36.882,-1.8165,-0.73092,0,0,0,8.0512,10.789,8.4013,11.355,59.628,21.245,-5.6724,-142.95,229.5,-479.48
3.94,-5.4882,-5.5117,1.9091,0.74851,0.21207,0.58173,0.23737,5.5384,2.5306,-2.3856,-0.16378,0.88862,-0.53004,37.468,-1.5926,-0.81178,0,0,0,8.3026,10.874,8.63,11.337,57.099,23.52,-10.504,-362.05,224.18,-482.53
3.95,-5.431,-5.4864,1.8852,0.74767,0.20616,0.58652,0.23341,5.9158,2.5159,-2.3944,-0.15962,0.96563,-0.55967,38.017,-1.3464,-0.94065,0,0,0,8.5501,10.957,8.847,11.293,52.413,25.703,-15.228,-573.38,211.03,-457.14
3.96,-5.3699,-5.4613,1.8612,0.74655,0.2002,0.59151,0.22957,6.2985,2.5037,-2.4046,-0.16671,1.0234,-0.58667,38.509,-1.0791,-1.115,0,0,0,8.8017,11.023,9.0565,11.204,45.676,27.71,-19.536,-771.25,188.84,-398.74
3.97,-5.305,-5.4363,1.8371,0.74525,0.19412,0.5966,0.2258,6.6858,2.4943,-2.4168,-0.18659,1.0577,-0.61065,38.924,-0.79305,-1.3289,0,0,0,9.0539,11.066,9.2542,11.068,37.045,29.451,-23.098,-952.1,158.08,-309.01
3.98,-5.2362,-5.4114,1.8129,0.74388,0.18783,0.60172,0.22203,7.0767,2.4879,-2.4313,-0.22029,1.065,-0.63137,39.244,-0.49124,-1.5735,0,0,0,9.2937,11.086,9.4288,10.895,26.697,30.85,-25.634,-1114.1,120.66,-194.64
3.99,-5.1634,-5.3866,1.7885,0.74256,0.18125,0.60676,0.21818,7.4703,2.4846,-2.4483,-0.26832,1.0425,-0.64876,39.453,-0.1774,-1.8374,0,0,0,9.51,11.085,9.5707,10.689,14.831,31.848,-26.932,-1255.5,78.47,-62.481
